assignment_id,user_id,experiment_id,variant,assigned_at,segment,cluster_id
4182,349,EXP_PROMPT_01,control,2026-03-14T12:06,returning,284
4183,304,EXP_MODEL_02,control,2026-03-01T22:10,new,527
4184,127,EXP_PROMPT_01,treatment,2026-03-09T18:18,returning,193
4185,363,EXP_PROMPT_01,control,2026-03-07T09:16,returning,17
4186,560,EXP_MODEL_02,treatment,2026-03-08T13:54,enterprise,155
4187,114,EXP_PROMPT_01,control,2026-04-28T08:17,new,377
4188,570,EXP_MODEL_02,control,2026-04-03T07:59,enterprise,467
4189,491,EXP_PROMPT_01,treatment,2026-03-19T22:01,enterprise,592
4190,376,EXP_MODEL_02,control,2026-04-06T01:52,returning,382
4191,556,EXP_MODEL_02,treatment,2026-03-23T23:45,new,690
4192,11,EXP_PROMPT_01,treatment,2026-03-21T05:39,enterprise,695
4193,479,EXP_MODEL_02,control,2026-04-22T00:32,new,612
4194,599,EXP_MODEL_02,treatment,2026-03-04T06:48,returning,664
4195,496,EXP_PROMPT_01,treatment,2026-04-20T12:18,returning,366
4196,510,EXP_PROMPT_01,treatment,2026-03-26T15:55,returning,91
4197,270,EXP_PROMPT_01,treatment,2026-03-31T06:46,new,565
4198,84,EXP_MODEL_02,treatment,2026-04-21T07:54,returning,479
4199,68,EXP_PROMPT_01,treatment,2026-03-10T00:36,new,135
4200,97,EXP_PROMPT_01,treatment,2026-03-18T13:33,enterprise,483
4201,208,EXP_PROMPT_01,treatment,2026-04-16T01:01,returning,138
4202,319,EXP_PROMPT_01,treatment,2026-04-05T03:37,new,306
4203,73,EXP_PROMPT_01,control,2026-03-14T07:19,enterprise,357
4204,58,EXP_PROMPT_01,treatment,2026-03-07T18:10,returning,542
4205,381,EXP_PROMPT_01,treatment,2026-04-13T03:08,returning,473
4206,215,EXP_MODEL_02,treatment,2026-03-19T21:25,enterprise,193
4207,594,EXP_PROMPT_01,treatment,2026-03-05T04:38,returning,622
4208,455,EXP_PROMPT_01,control,2026-04-24T01:12,enterprise,565
4209,496,EXP_PROMPT_01,treatment,2026-04-25T12:35,returning,280
4210,443,EXP_MODEL_02,control,2026-03-26T03:11,new,278
4211,206,EXP_PROMPT_01,control,2026-04-09T13:17,returning,378
4212,299,EXP_MODEL_02,treatment,2026-03-29T09:49,returning,220
4213,154,EXP_MODEL_02,control,2026-04-19T15:19,returning,226
4214,534,EXP_MODEL_02,treatment,2026-04-27T07:29,new,100
4215,414,EXP_MODEL_02,treatment,2026-04-29T03:24,returning,72
4216,79,EXP_MODEL_02,treatment,2026-04-18T21:04,returning,269
4217,581,EXP_MODEL_02,control,2026-04-21T14:47,new,407
4218,226,EXP_PROMPT_01,control,2026-03-28T05:50,enterprise,209
4219,574,EXP_MODEL_02,control,2026-03-08T00:13,returning,410
4220,15,EXP_PROMPT_01,treatment,2026-03-05T23:05,enterprise,138
4221,506,EXP_PROMPT_01,control,2026-03-05T12:13,new,223
4222,434,EXP_MODEL_02,control,2026-03-01T17:34,new,50
4223,83,EXP_PROMPT_01,control,2026-04-24T09:29,returning,303
4224,523,EXP_MODEL_02,treatment,2026-03-19T00:33,new,433
4225,274,EXP_MODEL_02,control,2026-03-02T11:04,enterprise,661
4226,52,EXP_PROMPT_01,treatment,2026-03-09T13:55,new,170
4227,506,EXP_MODEL_02,treatment,2026-03-13T22:45,returning,113
4228,489,EXP_MODEL_02,treatment,2026-03-08T04:30,enterprise,276
4229,44,EXP_PROMPT_01,control,2026-04-16T20:00,new,21
4230,102,EXP_MODEL_02,control,2026-04-21T14:09,new,252
4231,370,EXP_MODEL_02,control,2026-03-21T05:20,enterprise,388
4232,278,EXP_MODEL_02,control,2026-03-08T09:10,returning,29
4233,10,EXP_MODEL_02,control,2026-04-13T16:45,returning,423
4234,227,EXP_MODEL_02,control,2026-04-19T02:08,enterprise,75
4235,312,EXP_PROMPT_01,control,2026-03-10T05:51,enterprise,209
4236,232,EXP_PROMPT_01,treatment,2026-03-28T19:22,enterprise,45
4237,120,EXP_PROMPT_01,treatment,2026-04-15T00:43,returning,52
4238,391,EXP_PROMPT_01,control,2026-04-19T14:37,enterprise,392
4239,328,EXP_MODEL_02,treatment,2026-04-20T10:13,enterprise,628
4240,389,EXP_MODEL_02,treatment,2026-03-09T18:49,returning,265
4241,505,EXP_PROMPT_01,treatment,2026-03-01T16:58,returning,152
4242,571,EXP_MODEL_02,treatment,2026-04-01T00:52,returning,23
4243,580,EXP_MODEL_02,treatment,2026-04-15T07:14,returning,236
4244,319,EXP_MODEL_02,treatment,2026-04-16T00:56,new,469
4245,20,EXP_MODEL_02,control,2026-03-12T00:28,returning,489
4246,18,EXP_PROMPT_01,control,2026-04-12T12:59,returning,408
4247,73,EXP_PROMPT_01,treatment,2026-05-01T09:29,returning,667
4248,381,EXP_PROMPT_01,control,2026-03-08T21:14,returning,202
4249,598,EXP_MODEL_02,control,2026-03-07T18:23,new,416
4250,186,EXP_MODEL_02,control,2026-04-09T02:18,returning,143
4251,245,EXP_MODEL_02,treatment,2026-04-21T16:24,enterprise,261
4252,560,EXP_MODEL_02,treatment,2026-03-01T02:16,new,470
4253,361,EXP_PROMPT_01,control,2026-03-15T10:29,new,250
4254,279,EXP_PROMPT_01,control,2026-04-24T10:35,new,581
4255,463,EXP_MODEL_02,control,2026-04-16T20:13,enterprise,86
4256,228,EXP_MODEL_02,treatment,2026-04-17T04:27,returning,688
4257,19,EXP_PROMPT_01,treatment,2026-04-09T20:57,enterprise,350
4258,344,EXP_MODEL_02,control,2026-03-09T09:14,new,106
4259,96,EXP_PROMPT_01,control,2026-03-06T11:34,returning,179
4260,292,EXP_MODEL_02,control,2026-04-26T10:24,new,565
4261,339,EXP_MODEL_02,treatment,2026-04-27T14:26,returning,39
4262,34,EXP_PROMPT_01,control,2026-04-16T12:50,enterprise,515
4263,104,EXP_PROMPT_01,treatment,2026-04-07T10:07,enterprise,693
4264,244,EXP_PROMPT_01,control,2026-04-21T17:33,enterprise,277
4265,491,EXP_MODEL_02,control,2026-03-27T00:36,enterprise,520
4266,240,EXP_MODEL_02,treatment,2026-04-26T21:35,returning,410
4267,381,EXP_MODEL_02,control,2026-04-19T21:51,new,524
4268,392,EXP_PROMPT_01,treatment,2026-03-30T10:50,returning,69
4269,224,EXP_MODEL_02,treatment,2026-03-29T17:31,returning,543
4270,279,EXP_MODEL_02,control,2026-04-15T16:59,new,596
4271,30,EXP_MODEL_02,treatment,2026-03-17T14:18,returning,353
4272,113,EXP_MODEL_02,control,2026-04-06T21:45,returning,169
4273,61,EXP_PROMPT_01,control,2026-04-02T20:48,new,513
4274,453,EXP_PROMPT_01,control,2026-04-29T13:23,enterprise,589
4275,9,EXP_MODEL_02,control,2026-04-06T19:06,new,363
4276,343,EXP_PROMPT_01,control,2026-03-27T11:38,new,379
4277,187,EXP_MODEL_02,control,2026-04-08T19:45,new,243
4278,389,EXP_PROMPT_01,treatment,2026-03-30T03:52,new,273
4279,294,EXP_PROMPT_01,control,2026-03-30T13:04,new,468
4280,316,EXP_MODEL_02,treatment,2026-03-26T03:28,new,629
4281,14,EXP_MODEL_02,control,2026-03-12T06:44,new,420
4282,571,EXP_MODEL_02,treatment,2026-04-22T08:24,new,329
4283,512,EXP_PROMPT_01,control,2026-03-22T18:48,returning,210
4284,255,EXP_PROMPT_01,treatment,2026-04-03T03:12,enterprise,6
4285,14,EXP_MODEL_02,treatment,2026-03-01T22:55,enterprise,316
4286,409,EXP_MODEL_02,treatment,2026-04-16T15:43,new,323
4287,441,EXP_PROMPT_01,control,2026-03-19T01:06,new,145
4288,491,EXP_PROMPT_01,treatment,2026-04-01T15:46,enterprise,451
4289,353,EXP_PROMPT_01,treatment,2026-04-04T17:57,returning,25
4290,382,EXP_MODEL_02,control,2026-03-19T17:31,new,522
4291,363,EXP_PROMPT_01,treatment,2026-03-30T14:17,enterprise,147
4292,133,EXP_PROMPT_01,control,2026-03-27T19:34,new,348
4293,217,EXP_MODEL_02,control,2026-04-23T23:45,enterprise,468
4294,318,EXP_PROMPT_01,control,2026-03-31T02:58,enterprise,462
4295,512,EXP_MODEL_02,treatment,2026-03-12T14:30,new,57
4296,419,EXP_MODEL_02,treatment,2026-03-05T12:20,enterprise,454
4297,79,EXP_MODEL_02,treatment,2026-04-23T20:46,new,416
4298,356,EXP_PROMPT_01,treatment,2026-03-08T02:08,enterprise,506
4299,129,EXP_PROMPT_01,treatment,2026-04-02T05:25,returning,339
4300,178,EXP_MODEL_02,treatment,2026-03-25T16:17,enterprise,545
4301,103,EXP_MODEL_02,control,2026-03-15T17:22,enterprise,648
4302,237,EXP_MODEL_02,treatment,2026-05-01T12:44,enterprise,540
4303,510,EXP_PROMPT_01,treatment,2026-04-12T13:20,returning,398
4304,378,EXP_PROMPT_01,control,2026-03-23T22:51,new,451
4305,253,EXP_MODEL_02,treatment,2026-05-01T12:51,new,686
4306,409,EXP_PROMPT_01,control,2026-04-19T20:24,enterprise,424
4307,376,EXP_PROMPT_01,treatment,2026-04-20T02:08,new,605
4308,124,EXP_MODEL_02,treatment,2026-05-01T13:22,enterprise,17
4309,352,EXP_MODEL_02,treatment,2026-03-23T17:43,new,57
4310,458,EXP_PROMPT_01,treatment,2026-03-05T07:16,new,188
4311,549,EXP_MODEL_02,control,2026-03-27T11:55,returning,293
4312,185,EXP_PROMPT_01,control,2026-03-20T01:16,returning,414
4313,445,EXP_PROMPT_01,treatment,2026-04-07T21:31,enterprise,105
4314,380,EXP_PROMPT_01,treatment,2026-03-07T16:06,returning,300
4315,76,EXP_MODEL_02,treatment,2026-04-03T18:45,returning,395
4316,560,EXP_PROMPT_01,control,2026-04-12T14:08,new,668
4317,486,EXP_MODEL_02,treatment,2026-04-01T16:30,returning,521
4318,209,EXP_MODEL_02,treatment,2026-03-29T20:54,enterprise,140
4319,67,EXP_PROMPT_01,treatment,2026-03-18T12:25,new,160
4320,543,EXP_PROMPT_01,control,2026-03-10T12:48,new,2
4321,140,EXP_MODEL_02,control,2026-04-13T09:37,new,113
4322,220,EXP_PROMPT_01,treatment,2026-05-01T23:12,enterprise,444
4323,159,EXP_PROMPT_01,treatment,2026-04-06T04:30,returning,630
4324,505,EXP_PROMPT_01,control,2026-03-25T08:32,enterprise,180
4325,557,EXP_MODEL_02,control,2026-04-09T21:33,new,623
4326,235,EXP_PROMPT_01,control,2026-03-16T02:23,returning,402
4327,303,EXP_MODEL_02,control,2026-04-27T16:12,returning,647
4328,502,EXP_MODEL_02,treatment,2026-04-12T13:49,enterprise,101
4329,446,EXP_MODEL_02,treatment,2026-04-04T00:43,returning,126
4330,231,EXP_MODEL_02,control,2026-04-12T05:36,enterprise,591
4331,53,EXP_MODEL_02,treatment,2026-04-14T16:31,enterprise,471
4332,596,EXP_MODEL_02,treatment,2026-03-21T04:33,returning,596
4333,209,EXP_PROMPT_01,treatment,2026-04-17T09:01,new,680
4334,281,EXP_PROMPT_01,treatment,2026-03-27T12:11,enterprise,9
4335,323,EXP_PROMPT_01,treatment,2026-04-15T00:11,new,272
4336,123,EXP_PROMPT_01,treatment,2026-04-18T01:23,new,442
4337,121,EXP_MODEL_02,treatment,2026-03-16T13:15,enterprise,37
4338,350,EXP_PROMPT_01,control,2026-04-17T05:38,returning,575
4339,471,EXP_MODEL_02,control,2026-04-30T11:50,enterprise,612
4340,289,EXP_PROMPT_01,treatment,2026-04-22T23:43,returning,452
4341,108,EXP_MODEL_02,treatment,2026-04-06T03:46,returning,553
4342,505,EXP_PROMPT_01,control,2026-03-09T21:16,returning,155
4343,92,EXP_PROMPT_01,control,2026-03-15T14:33,enterprise,17
4344,45,EXP_MODEL_02,control,2026-04-25T00:56,returning,493
4345,517,EXP_MODEL_02,control,2026-03-19T21:56,returning,78
4346,303,EXP_MODEL_02,control,2026-04-10T17:44,enterprise,165
4347,450,EXP_MODEL_02,treatment,2026-03-29T21:40,enterprise,451
4348,598,EXP_PROMPT_01,control,2026-04-09T10:28,returning,23
4349,136,EXP_MODEL_02,treatment,2026-04-24T00:59,enterprise,322
4350,487,EXP_PROMPT_01,treatment,2026-04-29T20:03,returning,246
4351,385,EXP_MODEL_02,control,2026-03-02T12:13,returning,289
4352,172,EXP_PROMPT_01,control,2026-03-13T07:07,enterprise,79
4353,101,EXP_PROMPT_01,treatment,2026-03-30T21:56,returning,498
4354,289,EXP_PROMPT_01,control,2026-03-28T18:40,returning,548
4355,69,EXP_PROMPT_01,control,2026-03-30T01:26,returning,426
4356,368,EXP_PROMPT_01,control,2026-04-06T07:28,new,630
4357,194,EXP_PROMPT_01,treatment,2026-03-20T05:23,returning,255
4358,420,EXP_PROMPT_01,treatment,2026-04-12T11:23,enterprise,285
4359,519,EXP_MODEL_02,control,2026-03-18T11:56,new,320
4360,47,EXP_MODEL_02,treatment,2026-04-23T04:40,new,645
4361,253,EXP_MODEL_02,control,2026-03-23T12:06,enterprise,384
4362,424,EXP_PROMPT_01,control,2026-04-19T07:33,enterprise,174
4363,558,EXP_MODEL_02,control,2026-03-12T23:22,new,278
4364,70,EXP_MODEL_02,treatment,2026-03-18T15:26,returning,628
4365,175,EXP_PROMPT_01,control,2026-04-11T02:36,new,399
4366,419,EXP_PROMPT_01,control,2026-04-22T00:20,returning,366
4367,65,EXP_PROMPT_01,control,2026-03-27T02:30,returning,468
4368,461,EXP_MODEL_02,treatment,2026-03-19T20:35,returning,378
4369,155,EXP_MODEL_02,control,2026-04-02T19:07,returning,283
4370,554,EXP_PROMPT_01,treatment,2026-03-19T21:08,returning,277
4371,427,EXP_MODEL_02,control,2026-03-14T14:48,enterprise,355
4372,218,EXP_MODEL_02,treatment,2026-03-28T07:51,returning,463
4373,444,EXP_PROMPT_01,control,2026-03-05T13:21,new,637
4374,459,EXP_MODEL_02,control,2026-03-13T06:43,new,454
4375,346,EXP_MODEL_02,control,2026-03-30T15:52,new,317
4376,329,EXP_MODEL_02,control,2026-04-12T13:57,new,177
4377,174,EXP_PROMPT_01,control,2026-04-13T19:59,new,628
4378,393,EXP_MODEL_02,treatment,2026-03-15T01:15,new,524
4379,532,EXP_PROMPT_01,control,2026-04-04T17:59,new,474
4380,532,EXP_MODEL_02,control,2026-04-28T02:10,new,367
4381,89,EXP_PROMPT_01,treatment,2026-03-24T11:25,enterprise,81
4382,391,EXP_PROMPT_01,treatment,2026-04-30T19:13,returning,185
4383,158,EXP_PROMPT_01,treatment,2026-03-26T01:02,returning,79
4384,25,EXP_PROMPT_01,treatment,2026-04-21T00:53,returning,75
4385,100,EXP_MODEL_02,control,2026-03-01T00:08,new,144
4386,273,EXP_PROMPT_01,treatment,2026-04-21T02:29,returning,662
4387,21,EXP_MODEL_02,control,2026-04-07T11:21,returning,374
4388,211,EXP_MODEL_02,treatment,2026-03-18T12:07,enterprise,112
4389,282,EXP_MODEL_02,treatment,2026-04-05T05:44,returning,494
4390,188,EXP_PROMPT_01,treatment,2026-04-27T13:18,new,387
4391,151,EXP_PROMPT_01,control,2026-03-01T09:22,enterprise,363
4392,4,EXP_MODEL_02,treatment,2026-03-22T23:55,enterprise,51
4393,3,EXP_MODEL_02,treatment,2026-03-11T07:55,enterprise,366
4394,318,EXP_MODEL_02,control,2026-03-22T15:17,enterprise,254
4395,148,EXP_MODEL_02,control,2026-04-13T21:16,new,517
4396,63,EXP_MODEL_02,treatment,2026-03-18T11:40,new,507
4397,169,EXP_PROMPT_01,control,2026-04-21T20:32,returning,84
4398,381,EXP_MODEL_02,control,2026-03-12T07:11,enterprise,599
4399,434,EXP_PROMPT_01,control,2026-03-25T02:45,enterprise,157
4400,92,EXP_MODEL_02,control,2026-03-22T01:25,enterprise,393
4401,122,EXP_MODEL_02,control,2026-03-26T02:21,enterprise,404
4402,441,EXP_MODEL_02,treatment,2026-04-29T20:46,enterprise,101
4403,404,EXP_MODEL_02,control,2026-03-28T21:26,returning,336
4404,335,EXP_PROMPT_01,control,2026-03-13T10:43,new,493
4405,590,EXP_PROMPT_01,control,2026-03-05T09:05,returning,407
4406,163,EXP_MODEL_02,control,2026-05-01T21:21,enterprise,368
4407,545,EXP_PROMPT_01,treatment,2026-03-04T05:41,returning,440
4408,88,EXP_PROMPT_01,control,2026-04-25T11:27,new,2
4409,311,EXP_MODEL_02,treatment,2026-03-01T18:18,enterprise,81
4410,469,EXP_PROMPT_01,control,2026-04-25T04:16,enterprise,373
4411,230,EXP_PROMPT_01,control,2026-04-29T05:06,new,537
4412,14,EXP_MODEL_02,control,2026-03-05T00:57,new,470
4413,467,EXP_PROMPT_01,treatment,2026-03-24T15:11,new,305
4414,64,EXP_MODEL_02,control,2026-03-23T11:28,returning,591
4415,381,EXP_PROMPT_01,treatment,2026-03-02T10:46,returning,268
4416,453,EXP_PROMPT_01,treatment,2026-03-17T00:25,returning,225
4417,358,EXP_PROMPT_01,control,2026-04-22T12:24,returning,565
4418,26,EXP_PROMPT_01,treatment,2026-04-06T11:26,new,144
4419,312,EXP_MODEL_02,treatment,2026-03-29T09:01,returning,488
4420,20,EXP_MODEL_02,treatment,2026-03-17T06:19,returning,340
4421,196,EXP_MODEL_02,control,2026-04-13T00:35,enterprise,508
4422,183,EXP_MODEL_02,control,2026-03-30T10:08,new,674
4423,258,EXP_MODEL_02,control,2026-04-08T12:17,new,395
4424,491,EXP_PROMPT_01,treatment,2026-04-18T22:32,new,98
4425,336,EXP_MODEL_02,control,2026-03-09T04:28,enterprise,240
4426,61,EXP_PROMPT_01,treatment,2026-04-14T15:07,returning,343
4427,469,EXP_PROMPT_01,treatment,2026-03-15T02:31,enterprise,366
4428,159,EXP_MODEL_02,control,2026-03-29T18:18,returning,96
4429,250,EXP_PROMPT_01,treatment,2026-04-18T10:09,new,472
4430,265,EXP_MODEL_02,control,2026-03-27T11:13,returning,575
4431,269,EXP_PROMPT_01,treatment,2026-03-10T15:44,new,279
4432,571,EXP_MODEL_02,control,2026-03-28T05:14,returning,520
4433,399,EXP_MODEL_02,control,2026-03-15T06:34,returning,586
4434,42,EXP_PROMPT_01,treatment,2026-03-12T08:00,new,376
4435,134,EXP_PROMPT_01,control,2026-03-15T08:48,new,534
4436,395,EXP_MODEL_02,treatment,2026-03-13T07:53,returning,506
4437,546,EXP_MODEL_02,treatment,2026-04-17T16:28,returning,257
4438,538,EXP_MODEL_02,treatment,2026-03-25T03:52,enterprise,68
4439,373,EXP_PROMPT_01,treatment,2026-04-06T15:34,enterprise,492
4440,494,EXP_PROMPT_01,treatment,2026-03-13T23:03,returning,498
4441,41,EXP_PROMPT_01,treatment,2026-04-04T20:01,enterprise,143
4442,234,EXP_PROMPT_01,control,2026-05-01T07:00,enterprise,476
4443,472,EXP_MODEL_02,treatment,2026-03-23T03:17,enterprise,381
4444,550,EXP_PROMPT_01,treatment,2026-04-02T02:14,enterprise,325
4445,466,EXP_MODEL_02,control,2026-04-26T09:53,new,217
4446,101,EXP_PROMPT_01,control,2026-03-24T00:59,returning,230
4447,345,EXP_MODEL_02,control,2026-03-16T04:06,new,15
4448,575,EXP_MODEL_02,control,2026-03-29T22:32,returning,358
4449,104,EXP_PROMPT_01,treatment,2026-03-19T05:38,enterprise,31
4450,301,EXP_MODEL_02,treatment,2026-03-11T21:41,returning,662
4451,597,EXP_PROMPT_01,treatment,2026-03-03T07:58,enterprise,153
4452,430,EXP_MODEL_02,control,2026-03-07T21:36,new,387
4453,491,EXP_PROMPT_01,control,2026-04-15T06:37,new,528
4454,523,EXP_PROMPT_01,control,2026-04-28T08:35,returning,17
4455,480,EXP_PROMPT_01,control,2026-04-25T22:16,enterprise,392
4456,425,EXP_PROMPT_01,treatment,2026-03-25T16:35,enterprise,129
4457,510,EXP_PROMPT_01,treatment,2026-04-07T02:49,returning,417
4458,549,EXP_PROMPT_01,treatment,2026-03-21T20:05,enterprise,542
4459,71,EXP_PROMPT_01,treatment,2026-03-20T20:11,enterprise,18
4460,216,EXP_PROMPT_01,control,2026-04-20T03:01,enterprise,375
4461,489,EXP_MODEL_02,control,2026-03-08T11:09,returning,431
4462,517,EXP_PROMPT_01,control,2026-03-05T00:10,new,437
4463,592,EXP_PROMPT_01,treatment,2026-04-28T01:37,returning,63
4464,293,EXP_PROMPT_01,control,2026-03-18T09:04,enterprise,680
4465,99,EXP_MODEL_02,control,2026-04-08T21:06,enterprise,672
4466,144,EXP_MODEL_02,control,2026-03-23T05:15,returning,254
4467,183,EXP_MODEL_02,treatment,2026-04-15T05:24,returning,145
4468,291,EXP_PROMPT_01,control,2026-03-01T07:13,enterprise,695
4469,12,EXP_PROMPT_01,control,2026-04-11T07:30,returning,694
4470,139,EXP_MODEL_02,treatment,2026-03-17T04:39,returning,267
4471,343,EXP_PROMPT_01,treatment,2026-04-21T06:07,returning,167
4472,424,EXP_PROMPT_01,control,2026-03-01T06:39,new,613
4473,5,EXP_PROMPT_01,treatment,2026-04-10T05:43,returning,166
4474,407,EXP_PROMPT_01,control,2026-03-30T20:10,enterprise,239
4475,421,EXP_PROMPT_01,treatment,2026-03-01T01:19,returning,481
4476,208,EXP_PROMPT_01,treatment,2026-04-01T03:12,enterprise,580
4477,104,EXP_PROMPT_01,treatment,2026-03-19T17:07,new,526
4478,414,EXP_MODEL_02,control,2026-03-11T02:49,enterprise,542
4479,409,EXP_PROMPT_01,treatment,2026-04-23T10:21,new,544
4480,200,EXP_MODEL_02,control,2026-04-19T13:51,returning,696
4481,15,EXP_PROMPT_01,control,2026-03-23T05:08,returning,499
4482,85,EXP_MODEL_02,treatment,2026-03-18T08:45,enterprise,100
4483,71,EXP_PROMPT_01,control,2026-04-21T00:41,enterprise,527
4484,427,EXP_PROMPT_01,treatment,2026-04-08T13:54,new,503
4485,591,EXP_PROMPT_01,control,2026-03-07T02:57,new,336
4486,560,EXP_MODEL_02,control,2026-03-29T11:44,enterprise,413
4487,258,EXP_MODEL_02,treatment,2026-04-03T03:50,new,264
4488,414,EXP_MODEL_02,control,2026-04-16T07:05,returning,253
4489,440,EXP_PROMPT_01,treatment,2026-04-27T07:09,enterprise,258
4490,477,EXP_MODEL_02,control,2026-04-10T18:07,enterprise,316
4491,86,EXP_PROMPT_01,treatment,2026-04-05T09:08,returning,396
4492,150,EXP_MODEL_02,treatment,2026-03-24T01:05,new,301
4493,95,EXP_MODEL_02,control,2026-03-21T20:40,new,491
4494,366,EXP_PROMPT_01,control,2026-03-25T02:35,new,299
4495,167,EXP_MODEL_02,treatment,2026-04-08T08:17,new,560
4496,124,EXP_PROMPT_01,treatment,2026-03-28T08:48,new,330
4497,59,EXP_MODEL_02,control,2026-03-22T00:13,enterprise,229
4498,351,EXP_MODEL_02,treatment,2026-05-01T16:00,returning,37
4499,239,EXP_PROMPT_01,control,2026-03-31T14:29,enterprise,580
4500,35,EXP_PROMPT_01,treatment,2026-04-06T23:37,new,408
4501,169,EXP_MODEL_02,control,2026-03-14T23:07,enterprise,338
4502,549,EXP_PROMPT_01,treatment,2026-03-31T11:13,enterprise,281
4503,253,EXP_PROMPT_01,treatment,2026-04-21T18:59,enterprise,176
4504,527,EXP_PROMPT_01,control,2026-04-27T01:14,new,188
4505,368,EXP_PROMPT_01,treatment,2026-03-23T22:34,enterprise,408
4506,154,EXP_PROMPT_01,treatment,2026-03-13T00:34,new,467
4507,443,EXP_PROMPT_01,control,2026-03-14T09:36,new,109
4508,555,EXP_MODEL_02,control,2026-04-15T10:51,new,443
4509,239,EXP_PROMPT_01,treatment,2026-03-08T18:22,new,520
4510,539,EXP_PROMPT_01,treatment,2026-04-13T04:11,new,328
4511,124,EXP_PROMPT_01,control,2026-04-01T18:56,returning,336
4512,10,EXP_MODEL_02,treatment,2026-04-09T05:01,enterprise,169
4513,124,EXP_MODEL_02,treatment,2026-04-16T08:29,enterprise,689
4514,286,EXP_MODEL_02,control,2026-03-09T10:35,enterprise,504
4515,403,EXP_MODEL_02,treatment,2026-03-24T15:57,new,67
4516,62,EXP_MODEL_02,control,2026-04-15T18:05,returning,271
4517,372,EXP_PROMPT_01,treatment,2026-03-22T15:38,returning,394
4518,377,EXP_MODEL_02,control,2026-04-08T21:41,new,581
4519,365,EXP_PROMPT_01,treatment,2026-03-08T23:17,returning,668
4520,368,EXP_PROMPT_01,control,2026-03-25T07:33,new,234
4521,533,EXP_PROMPT_01,treatment,2026-04-08T07:13,returning,106
4522,108,EXP_MODEL_02,treatment,2026-03-24T02:40,enterprise,390
4523,57,EXP_PROMPT_01,control,2026-03-17T09:17,new,283
4524,213,EXP_PROMPT_01,treatment,2026-04-26T21:09,new,13
4525,300,EXP_PROMPT_01,treatment,2026-03-14T07:45,enterprise,143
4526,48,EXP_MODEL_02,treatment,2026-03-01T07:25,returning,149
4527,279,EXP_PROMPT_01,control,2026-03-08T16:15,new,176
4528,55,EXP_PROMPT_01,control,2026-03-07T22:01,new,253
4529,74,EXP_MODEL_02,treatment,2026-04-12T11:25,new,195
4530,569,EXP_MODEL_02,control,2026-04-17T14:06,enterprise,634
4531,71,EXP_MODEL_02,treatment,2026-04-28T03:25,returning,512
4532,221,EXP_PROMPT_01,treatment,2026-03-29T01:44,enterprise,495
4533,574,EXP_PROMPT_01,control,2026-04-22T21:16,returning,121
4534,309,EXP_MODEL_02,treatment,2026-04-22T01:46,returning,286
4535,371,EXP_PROMPT_01,control,2026-04-14T02:33,returning,148
4536,291,EXP_PROMPT_01,treatment,2026-03-19T10:36,new,100
4537,563,EXP_MODEL_02,control,2026-03-06T19:54,returning,558
4538,38,EXP_PROMPT_01,control,2026-05-01T09:11,returning,242
4539,523,EXP_MODEL_02,treatment,2026-03-30T07:53,enterprise,92
4540,183,EXP_PROMPT_01,treatment,2026-04-16T13:40,enterprise,506
4541,194,EXP_MODEL_02,control,2026-04-07T17:53,enterprise,269
4542,472,EXP_MODEL_02,treatment,2026-03-02T06:35,returning,124
4543,463,EXP_MODEL_02,control,2026-03-04T07:01,enterprise,679
4544,409,EXP_MODEL_02,treatment,2026-04-24T12:34,returning,662
4545,423,EXP_PROMPT_01,treatment,2026-05-02T09:03,new,575
4546,103,EXP_PROMPT_01,treatment,2026-03-25T15:29,returning,460
4547,4,EXP_MODEL_02,treatment,2026-03-20T03:07,enterprise,229
4548,549,EXP_PROMPT_01,treatment,2026-04-26T04:13,returning,645
4549,419,EXP_PROMPT_01,control,2026-04-06T00:00,new,623
4550,209,EXP_MODEL_02,treatment,2026-04-23T23:41,enterprise,100
4551,48,EXP_PROMPT_01,treatment,2026-03-11T22:23,new,554
4552,346,EXP_MODEL_02,control,2026-04-23T04:49,enterprise,19
4553,519,EXP_MODEL_02,treatment,2026-04-24T12:20,returning,248
4554,157,EXP_PROMPT_01,treatment,2026-04-23T03:22,new,192
4555,206,EXP_PROMPT_01,control,2026-04-15T00:39,returning,240
4556,305,EXP_PROMPT_01,treatment,2026-04-06T11:30,returning,636
4557,389,EXP_MODEL_02,treatment,2026-03-10T01:56,returning,423
4558,182,EXP_PROMPT_01,treatment,2026-03-18T12:31,new,224
4559,457,EXP_PROMPT_01,treatment,2026-04-12T10:25,enterprise,422
4560,520,EXP_MODEL_02,treatment,2026-04-13T09:07,returning,103
4561,410,EXP_PROMPT_01,treatment,2026-03-13T07:41,returning,548
4562,138,EXP_PROMPT_01,treatment,2026-03-30T03:06,new,313
4563,36,EXP_MODEL_02,treatment,2026-03-10T22:30,enterprise,606
4564,300,EXP_MODEL_02,control,2026-03-30T21:34,new,223
4565,323,EXP_MODEL_02,control,2026-05-01T13:44,enterprise,470
4566,448,EXP_PROMPT_01,treatment,2026-04-06T00:13,new,312
4567,332,EXP_PROMPT_01,control,2026-04-09T19:38,new,271
4568,284,EXP_PROMPT_01,control,2026-03-11T00:01,enterprise,506
4569,503,EXP_PROMPT_01,control,2026-03-21T09:09,enterprise,577
4570,41,EXP_PROMPT_01,control,2026-04-03T00:21,returning,320
