case_id,industry,region,risk_tier,stream_hour,selected_for_label,selection_probability,label_cost_usd
1717,public_sector,EMEA,low,5,0,0.288,5.34
1718,healthcare,EMEA,high,0,0,0.05,2.62
1719,retail,EMEA,low,6,0,0.091,13.58
1720,healthcare,EMEA,low,20,0,0.142,9.66
1721,public_sector,APAC,high,16,0,0.107,11.64
1722,healthcare,APAC,low,19,1,0.195,6.09
1723,retail,NA,medium,16,0,0.246,10.51
1724,public_sector,EMEA,medium,8,0,0.179,11.53
1725,retail,APAC,low,8,0,0.064,5.58
1726,healthcare,EMEA,low,2,1,0.083,9.69
1727,healthcare,APAC,low,14,0,0.327,17.93
1728,finance,APAC,low,20,0,0.283,13.16
1729,finance,EMEA,high,22,0,0.159,7.07
1730,education,APAC,low,13,0,0.205,17.86
1731,education,APAC,low,3,0,0.17,15.9
1732,education,APAC,high,7,0,0.176,14.96
1733,retail,APAC,low,14,0,0.185,5.95
1734,public_sector,NA,high,12,0,0.208,4.38
1735,healthcare,EMEA,low,0,0,0.314,8.87
1736,healthcare,NA,medium,11,0,0.097,11.84
1737,healthcare,EMEA,low,3,0,0.166,7.14
1738,healthcare,APAC,medium,15,0,0.314,6.58
1739,healthcare,NA,medium,11,0,0.104,10.25
1740,education,APAC,high,16,0,0.179,14.58
1741,healthcare,APAC,medium,19,0,0.098,15.72
1742,finance,NA,low,9,0,0.33,9.06
1743,finance,EMEA,low,0,0,0.166,3.91
1744,education,EMEA,low,3,1,0.115,2.68
1745,education,APAC,low,11,0,0.182,3.42
1746,finance,NA,low,17,0,0.155,5.09
1747,healthcare,EMEA,medium,10,0,0.245,8.18
1748,retail,NA,low,21,0,0.154,17.47
1749,finance,NA,high,7,0,0.309,16.71
1750,retail,EMEA,low,2,1,0.291,14.66
1751,finance,EMEA,low,21,0,0.332,12.58
1752,education,EMEA,high,0,0,0.301,13.03
1753,public_sector,APAC,low,16,0,0.308,9.69
1754,healthcare,NA,low,1,0,0.101,11.12
1755,finance,NA,low,0,0,0.062,13.3
1756,healthcare,NA,medium,6,0,0.215,8.27
1757,public_sector,APAC,low,12,0,0.343,9.09
1758,public_sector,APAC,medium,6,0,0.21,10.95
1759,healthcare,APAC,low,13,0,0.261,5.66
1760,retail,NA,low,7,0,0.288,17.59
1761,healthcare,EMEA,low,2,0,0.089,4.48
1762,healthcare,EMEA,high,15,0,0.3,14.41
1763,education,NA,low,2,1,0.308,9.62
1764,healthcare,NA,medium,12,0,0.137,5.24
1765,education,APAC,low,10,0,0.251,8.88
1766,finance,APAC,low,11,0,0.128,15.1
1767,finance,NA,high,4,0,0.099,15.91
1768,finance,EMEA,low,19,0,0.177,8.57
1769,public_sector,EMEA,low,18,1,0.245,14.68
1770,healthcare,EMEA,medium,7,0,0.163,10.96
1771,public_sector,EMEA,low,12,0,0.214,12.28
1772,education,NA,medium,1,0,0.146,14.8
1773,retail,NA,high,2,0,0.261,17.06
1774,finance,NA,low,12,0,0.259,6.96
1775,retail,EMEA,low,6,0,0.199,3.83
1776,healthcare,EMEA,high,22,0,0.088,10.72
1777,finance,NA,low,4,0,0.229,4.2
1778,finance,APAC,medium,6,0,0.113,6.2
1779,healthcare,NA,medium,9,0,0.275,12.81
1780,healthcare,APAC,low,14,0,0.117,9.4
1781,healthcare,APAC,low,23,0,0.139,7.84
1782,public_sector,APAC,low,10,0,0.086,11.79
1783,finance,NA,high,5,0,0.349,7.79
1784,healthcare,APAC,low,15,0,0.122,10.53
1785,finance,EMEA,low,23,1,0.142,12.69
1786,healthcare,NA,low,10,0,0.203,17.5
1787,education,APAC,low,0,0,0.319,6.66
1788,education,EMEA,low,1,0,0.091,17.11
1789,public_sector,NA,low,16,0,0.138,15.15
1790,education,APAC,medium,12,0,0.23,3.04
1791,retail,APAC,low,20,0,0.28,6.34
1792,healthcare,APAC,low,18,0,0.192,8.98
1793,education,NA,low,0,1,0.204,4.64
1794,finance,APAC,medium,5,0,0.294,4.11
1795,public_sector,NA,medium,11,1,0.266,8.91
1796,retail,NA,low,21,0,0.279,1.6
1797,finance,NA,low,17,0,0.171,14.62
1798,public_sector,APAC,medium,9,1,0.081,5.08
1799,retail,APAC,high,14,0,0.322,4.27
1800,healthcare,APAC,low,0,0,0.098,13.8
1801,retail,NA,medium,22,1,0.089,9.52
1802,healthcare,NA,low,2,0,0.273,3.04
1803,finance,NA,low,4,1,0.179,16.28
1804,finance,APAC,low,11,0,0.31,9.24
1805,retail,EMEA,low,19,0,0.327,3.85
1806,finance,EMEA,low,3,0,0.142,5.35
1807,education,NA,low,8,0,0.326,16.52
1808,retail,EMEA,low,4,1,0.064,8.2
1809,public_sector,NA,medium,21,0,0.284,1.73
1810,retail,APAC,low,8,0,0.248,14.98
1811,public_sector,EMEA,low,1,0,0.083,10.82
1812,finance,NA,low,21,1,0.196,11.83
1813,retail,EMEA,medium,9,0,0.27,12.58
1814,education,EMEA,medium,8,0,0.32,10.28
1815,education,APAC,low,2,0,0.062,7.77
1816,healthcare,APAC,low,23,1,0.093,8.83
1817,education,EMEA,medium,10,1,0.289,10.98
1818,finance,NA,medium,18,0,0.224,1.79
1819,healthcare,EMEA,medium,9,0,0.235,3.73
1820,education,NA,low,5,0,0.175,16.98
1821,education,APAC,medium,22,0,0.222,10.0
1822,finance,EMEA,medium,1,0,0.318,15.71
1823,public_sector,NA,medium,20,0,0.126,6.05
1824,healthcare,EMEA,low,19,0,0.289,17.45
1825,retail,EMEA,low,22,1,0.161,16.89
1826,education,EMEA,medium,1,1,0.223,7.57
1827,finance,EMEA,low,2,0,0.254,11.04
1828,public_sector,NA,low,10,0,0.083,5.84
1829,healthcare,EMEA,medium,18,0,0.206,2.06
1830,healthcare,NA,high,13,0,0.219,1.85
1831,healthcare,EMEA,high,17,1,0.157,4.54
1832,public_sector,EMEA,low,22,0,0.218,3.94
1833,public_sector,EMEA,low,5,0,0.177,15.17
1834,retail,APAC,low,9,0,0.326,9.4
1835,public_sector,EMEA,low,16,0,0.205,8.85
1836,public_sector,EMEA,medium,2,0,0.295,8.47
1837,education,NA,low,1,0,0.217,13.73
1838,retail,NA,low,12,0,0.262,17.14
1839,retail,NA,low,14,1,0.105,4.44
1840,finance,NA,high,4,1,0.32,6.35
1841,public_sector,EMEA,low,23,0,0.09,15.14
1842,healthcare,NA,medium,16,0,0.184,1.89
1843,education,EMEA,low,21,0,0.257,9.26
1844,public_sector,NA,low,10,0,0.071,16.64
1845,education,NA,low,4,0,0.08,14.18
1846,education,APAC,low,8,0,0.168,2.98
1847,finance,APAC,low,0,0,0.128,6.43
1848,healthcare,EMEA,medium,6,0,0.254,10.25
1849,retail,APAC,medium,8,0,0.297,9.48
1850,retail,EMEA,medium,0,0,0.235,16.88
1851,public_sector,NA,low,4,1,0.195,8.22
1852,education,EMEA,low,12,0,0.147,2.01
1853,public_sector,APAC,low,11,0,0.231,3.55
1854,retail,EMEA,medium,14,1,0.068,5.14
1855,healthcare,NA,medium,14,0,0.304,9.33
1856,healthcare,APAC,high,11,0,0.214,12.91
1857,retail,APAC,medium,13,0,0.331,15.23
1858,public_sector,EMEA,low,18,0,0.071,12.45
1859,finance,EMEA,high,11,0,0.14,7.99
1860,retail,APAC,low,2,1,0.31,15.18
1861,education,NA,low,15,0,0.073,8.06
1862,finance,APAC,low,21,0,0.169,10.16
1863,finance,EMEA,low,21,0,0.127,5.78
1864,healthcare,EMEA,medium,4,0,0.326,17.6
1865,education,EMEA,low,13,1,0.247,4.21
1866,education,APAC,high,22,0,0.334,11.76
1867,healthcare,NA,low,16,0,0.347,5.07
1868,retail,NA,low,22,1,0.259,9.49
1869,education,EMEA,low,20,0,0.296,12.58
1870,public_sector,NA,low,23,0,0.321,4.88
1871,retail,EMEA,medium,1,0,0.152,7.38
1872,education,APAC,low,11,0,0.115,6.18
1873,healthcare,EMEA,medium,21,0,0.125,2.19
1874,healthcare,NA,low,19,0,0.308,1.64
1875,healthcare,EMEA,medium,4,0,0.142,14.84
1876,healthcare,NA,medium,10,1,0.314,10.19
1877,education,NA,low,17,0,0.11,2.45
1878,education,APAC,high,16,0,0.281,12.92
1879,public_sector,NA,high,16,0,0.151,2.09
1880,finance,NA,low,4,0,0.318,11.62
1881,healthcare,EMEA,high,18,0,0.225,5.69
1882,finance,NA,medium,6,0,0.182,3.75
1883,public_sector,APAC,low,16,0,0.105,16.79
1884,healthcare,NA,low,15,0,0.217,15.65
1885,finance,APAC,low,20,0,0.157,11.17
1886,healthcare,NA,low,15,0,0.234,10.22
1887,finance,NA,high,23,0,0.348,3.54
1888,education,APAC,high,6,0,0.091,14.57
1889,finance,APAC,low,3,0,0.256,16.87
1890,retail,EMEA,low,1,0,0.273,6.63
1891,finance,EMEA,medium,13,0,0.191,13.84
1892,healthcare,APAC,low,7,1,0.265,15.73
1893,public_sector,EMEA,low,2,0,0.096,12.32
1894,finance,NA,medium,12,0,0.341,3.42
1895,retail,NA,medium,21,0,0.233,15.45
1896,retail,APAC,low,10,1,0.317,2.08
1897,healthcare,NA,medium,12,0,0.301,9.03
1898,retail,APAC,medium,0,1,0.095,7.76
1899,retail,APAC,low,10,0,0.097,8.18
1900,retail,EMEA,medium,5,0,0.237,7.19
1901,retail,NA,low,9,0,0.141,6.63
1902,public_sector,APAC,high,16,0,0.222,13.8
1903,education,APAC,low,2,0,0.12,11.46
1904,healthcare,EMEA,low,21,0,0.25,10.78
1905,healthcare,NA,low,21,1,0.094,14.8
1906,public_sector,APAC,low,17,0,0.249,5.46
1907,education,APAC,low,15,0,0.329,7.46
1908,finance,EMEA,low,22,0,0.32,10.01
1909,retail,EMEA,low,1,0,0.099,16.7
1910,education,NA,low,1,1,0.284,14.39
1911,public_sector,NA,low,8,0,0.06,12.64
1912,finance,APAC,high,21,1,0.253,6.32
1913,healthcare,NA,medium,20,0,0.083,2.0
1914,healthcare,EMEA,low,13,1,0.207,11.54
1915,finance,EMEA,high,8,0,0.254,7.79
1916,healthcare,APAC,medium,8,1,0.25,12.0
1917,public_sector,NA,high,3,0,0.304,10.35
1918,finance,EMEA,medium,22,0,0.113,14.47
1919,public_sector,EMEA,medium,16,0,0.132,1.51
1920,education,EMEA,low,23,0,0.197,10.15
1921,finance,APAC,low,6,0,0.305,1.57
1922,healthcare,NA,medium,0,0,0.276,7.61
1923,healthcare,APAC,low,16,0,0.347,5.85
1924,public_sector,NA,low,17,0,0.061,13.01
1925,public_sector,EMEA,low,16,0,0.192,15.48
1926,public_sector,APAC,low,21,0,0.33,6.3
1927,healthcare,NA,high,21,0,0.127,3.42
1928,education,NA,low,13,1,0.066,11.29
1929,public_sector,APAC,high,17,0,0.29,16.04
1930,healthcare,APAC,medium,20,0,0.25,16.56
1931,public_sector,NA,high,10,0,0.306,15.41
1932,healthcare,NA,low,12,0,0.286,14.6
1933,finance,APAC,medium,12,0,0.253,17.3
1934,public_sector,APAC,low,22,0,0.281,4.05
1935,education,NA,low,11,0,0.249,10.79
1936,healthcare,NA,low,6,0,0.314,7.91
1937,healthcare,EMEA,low,1,0,0.104,17.92
1938,public_sector,NA,high,2,0,0.119,8.26
1939,finance,EMEA,low,17,0,0.132,14.36
1940,healthcare,EMEA,low,9,0,0.228,7.94
1941,finance,EMEA,low,22,0,0.237,16.38
1942,finance,NA,medium,10,0,0.295,6.64
1943,finance,APAC,medium,10,0,0.307,7.85
1944,retail,APAC,low,8,0,0.246,16.41
1945,finance,NA,high,2,0,0.177,14.55
1946,healthcare,NA,medium,8,0,0.276,9.4
1947,retail,EMEA,medium,1,0,0.33,17.36
1948,public_sector,EMEA,medium,2,0,0.231,2.19
1949,education,EMEA,medium,4,0,0.284,9.05
1950,finance,APAC,medium,16,0,0.284,17.92
1951,education,NA,low,11,0,0.322,12.04
1952,education,APAC,high,4,1,0.246,2.55
1953,healthcare,APAC,medium,20,0,0.22,6.61
1954,public_sector,NA,low,14,0,0.105,8.5
1955,healthcare,EMEA,low,7,0,0.348,12.83
1956,public_sector,APAC,low,8,0,0.21,13.6
1957,public_sector,APAC,medium,9,1,0.053,8.25
1958,healthcare,APAC,high,8,0,0.16,15.15
1959,education,APAC,low,14,0,0.255,10.37
1960,healthcare,NA,medium,4,1,0.142,15.62
1961,finance,APAC,low,8,1,0.312,12.95
1962,finance,APAC,medium,10,0,0.18,15.31
1963,education,EMEA,medium,22,0,0.305,16.4
1964,education,EMEA,medium,2,0,0.243,15.71
1965,finance,APAC,low,0,0,0.284,5.84
1966,education,NA,low,10,0,0.323,17.03
1967,finance,EMEA,low,9,0,0.16,8.54
1968,education,EMEA,medium,1,0,0.116,14.19
1969,finance,NA,low,0,0,0.069,3.39
1970,education,EMEA,medium,20,0,0.178,1.76
1971,public_sector,EMEA,medium,10,0,0.26,6.91
1972,public_sector,NA,high,17,0,0.175,2.08
1973,finance,NA,medium,11,1,0.186,5.29
1974,public_sector,EMEA,low,18,1,0.075,5.87
1975,public_sector,EMEA,low,9,0,0.132,5.67
1976,retail,APAC,low,17,0,0.055,5.6
1977,public_sector,NA,low,8,0,0.249,16.53
1978,healthcare,EMEA,low,23,0,0.206,8.31
1979,finance,APAC,low,18,0,0.168,1.78
1980,finance,NA,low,12,1,0.091,9.59
1981,retail,NA,low,9,0,0.114,9.94
1982,retail,EMEA,low,12,0,0.069,3.56
1983,healthcare,APAC,low,18,0,0.281,3.84
1984,public_sector,APAC,high,11,0,0.14,17.03
1985,retail,EMEA,high,18,0,0.338,7.72
1986,education,APAC,low,8,0,0.287,14.03
1987,finance,EMEA,medium,23,0,0.29,1.67
1988,healthcare,NA,high,2,0,0.174,15.09
1989,finance,APAC,low,14,0,0.251,1.99
1990,finance,EMEA,medium,8,0,0.193,12.71
1991,education,NA,high,22,0,0.235,8.51
1992,public_sector,NA,medium,18,0,0.063,6.09
1993,finance,NA,medium,7,0,0.195,14.4
1994,education,APAC,low,20,0,0.228,16.15
1995,retail,EMEA,medium,18,0,0.248,14.99
1996,education,NA,high,5,0,0.303,17.93
1997,education,EMEA,low,21,0,0.115,9.89
1998,public_sector,APAC,low,13,0,0.307,14.76
1999,healthcare,EMEA,low,14,1,0.318,3.79
2000,retail,EMEA,medium,16,0,0.169,7.02
2001,finance,EMEA,low,17,0,0.128,6.27
2002,finance,APAC,low,11,0,0.121,16.8
2003,public_sector,NA,low,20,0,0.283,2.68
2004,healthcare,EMEA,medium,16,0,0.291,6.51
2005,finance,EMEA,low,4,0,0.294,3.08
2006,education,EMEA,medium,18,0,0.269,17.16
2007,retail,EMEA,low,6,0,0.288,1.75
2008,education,NA,medium,6,1,0.341,6.91
2009,retail,APAC,low,1,0,0.072,5.26
2010,retail,APAC,low,2,0,0.146,17.36
2011,public_sector,NA,low,21,0,0.126,13.46
2012,finance,EMEA,low,8,0,0.077,12.18
2013,retail,EMEA,low,6,0,0.281,3.24
2014,public_sector,EMEA,low,1,0,0.192,8.43
2015,education,EMEA,low,15,0,0.332,8.09
2016,healthcare,APAC,low,4,0,0.101,6.39
2017,finance,EMEA,high,22,0,0.133,5.83
2018,finance,EMEA,high,8,0,0.121,3.11
2019,finance,APAC,medium,22,0,0.336,9.85
2020,education,EMEA,low,4,0,0.277,7.77
2021,public_sector,APAC,low,13,0,0.345,2.6
2022,healthcare,NA,low,14,0,0.116,6.32
2023,finance,NA,low,14,0,0.073,2.85
2024,healthcare,APAC,low,20,0,0.332,5.1
2025,public_sector,EMEA,low,22,1,0.059,11.23
2026,retail,APAC,low,22,0,0.309,9.74
2027,public_sector,EMEA,low,14,0,0.076,9.15
2028,education,APAC,low,10,0,0.142,9.51
2029,healthcare,APAC,low,11,0,0.331,8.2
2030,education,APAC,low,9,1,0.065,15.08
2031,finance,APAC,medium,14,0,0.081,4.6
2032,education,APAC,medium,13,1,0.115,15.44
2033,education,EMEA,medium,14,0,0.088,12.47
2034,finance,EMEA,low,0,0,0.129,4.92
2035,finance,EMEA,low,6,0,0.063,4.72
2036,healthcare,EMEA,low,10,0,0.325,13.24
2037,finance,EMEA,low,4,0,0.195,16.33
2038,retail,APAC,low,5,0,0.158,7.54
2039,education,EMEA,low,1,0,0.262,12.64
2040,retail,APAC,high,23,1,0.326,3.14
2041,finance,NA,low,8,0,0.188,12.02
2042,public_sector,NA,medium,2,0,0.069,5.87
2043,finance,APAC,low,19,0,0.189,16.45
2044,public_sector,APAC,medium,1,0,0.175,1.55
2045,education,APAC,low,12,0,0.088,9.27
2046,education,EMEA,low,12,0,0.102,15.83
2047,healthcare,NA,medium,3,0,0.175,12.19
2048,healthcare,EMEA,low,6,0,0.21,5.95
2049,healthcare,NA,low,11,1,0.254,9.5
2050,retail,APAC,low,9,0,0.187,11.48
2051,retail,EMEA,low,3,0,0.215,10.92
2052,retail,NA,low,1,0,0.23,5.2
2053,retail,APAC,low,0,0,0.249,5.12
2054,education,APAC,medium,13,0,0.246,1.78
2055,public_sector,APAC,low,13,0,0.079,16.27
2056,retail,APAC,medium,14,0,0.183,13.45
2057,healthcare,EMEA,medium,10,0,0.324,13.45
2058,public_sector,EMEA,medium,3,0,0.249,8.4
2059,public_sector,NA,low,6,0,0.098,9.6
2060,public_sector,NA,high,6,0,0.124,2.75
2061,public_sector,EMEA,high,8,0,0.078,3.23
2062,finance,NA,low,15,0,0.12,4.34
2063,education,EMEA,medium,22,0,0.117,7.94
2064,healthcare,NA,medium,4,0,0.107,7.19
2065,public_sector,NA,low,7,0,0.317,13.49
2066,healthcare,APAC,high,1,0,0.267,2.95
2067,public_sector,APAC,medium,3,0,0.238,14.75
2068,finance,APAC,low,2,0,0.187,16.93
2069,public_sector,APAC,high,2,0,0.103,5.72
2070,retail,NA,low,14,0,0.102,12.87
2071,education,APAC,medium,15,0,0.244,8.72
2072,education,NA,low,22,0,0.267,1.69
2073,retail,APAC,low,23,0,0.261,11.84
2074,healthcare,NA,low,8,0,0.14,7.28
2075,healthcare,EMEA,low,7,0,0.153,4.93
2076,public_sector,NA,low,2,0,0.173,10.64
2077,retail,NA,low,16,0,0.322,5.97
2078,retail,NA,low,5,1,0.166,17.2
2079,finance,EMEA,high,10,1,0.205,3.27
2080,finance,EMEA,medium,6,0,0.221,15.14
2081,finance,NA,medium,2,0,0.178,16.87
2082,public_sector,EMEA,low,13,0,0.079,10.35
2083,public_sector,APAC,medium,1,0,0.195,8.23
2084,public_sector,EMEA,low,21,0,0.091,10.02
2085,healthcare,APAC,low,4,0,0.248,5.72
2086,public_sector,APAC,medium,4,0,0.159,2.02
2087,education,NA,high,16,1,0.213,14.34
2088,public_sector,EMEA,low,22,1,0.309,9.94
2089,healthcare,APAC,medium,4,1,0.078,17.42
2090,finance,APAC,high,12,0,0.176,2.41
2091,finance,NA,high,4,1,0.261,9.09
2092,healthcare,APAC,low,6,0,0.307,4.74
2093,public_sector,EMEA,high,5,1,0.121,17.74
2094,education,EMEA,medium,10,0,0.204,11.2
2095,retail,EMEA,low,6,0,0.315,9.62
2096,education,EMEA,low,21,0,0.078,3.63
2097,finance,EMEA,low,3,0,0.274,2.62
2098,retail,NA,low,0,0,0.309,8.95
2099,healthcare,NA,low,23,0,0.225,1.8
2100,public_sector,APAC,low,2,0,0.153,13.43
2101,finance,APAC,medium,15,0,0.063,3.92
2102,finance,APAC,medium,17,0,0.229,16.36
2103,retail,APAC,medium,3,0,0.064,5.53
2104,retail,NA,low,20,0,0.165,8.78
2105,education,EMEA,low,16,0,0.281,17.39
2106,healthcare,EMEA,low,19,0,0.062,16.37
2107,healthcare,EMEA,low,1,0,0.087,11.58
2108,public_sector,APAC,medium,11,0,0.132,6.28
2109,education,NA,medium,23,0,0.229,15.12
2110,healthcare,NA,medium,1,0,0.139,17.68
2111,education,NA,low,2,0,0.218,6.39
2112,healthcare,APAC,low,7,0,0.338,10.61
2113,education,EMEA,low,7,0,0.125,12.27
2114,education,APAC,high,23,0,0.128,3.2
2115,finance,APAC,low,14,0,0.194,6.52
2116,education,EMEA,low,14,0,0.144,13.36
2117,healthcare,APAC,medium,18,0,0.145,2.91
2118,retail,EMEA,medium,14,0,0.219,6.07
2119,retail,NA,low,1,0,0.298,17.62
2120,finance,EMEA,low,15,0,0.272,1.79
2121,education,NA,low,21,0,0.207,10.91
2122,healthcare,EMEA,low,23,0,0.109,11.33
2123,finance,APAC,low,4,0,0.235,17.88
2124,public_sector,NA,medium,7,0,0.255,9.95
2125,healthcare,APAC,low,5,0,0.115,5.49
2126,education,NA,medium,22,0,0.168,8.11
2127,finance,EMEA,medium,23,0,0.218,9.8
2128,education,NA,low,8,0,0.235,4.13
2129,healthcare,EMEA,high,2,0,0.113,8.6
2130,education,NA,high,19,0,0.186,2.43
2131,public_sector,NA,low,19,0,0.264,9.14
2132,finance,APAC,low,2,0,0.259,15.27
2133,retail,APAC,medium,1,0,0.077,15.85
2134,finance,EMEA,low,22,0,0.177,4.08
2135,education,NA,low,7,0,0.256,16.31
2136,finance,EMEA,low,1,0,0.339,14.5
2137,public_sector,EMEA,medium,9,0,0.275,6.43
2138,finance,EMEA,low,5,0,0.219,14.96
2139,education,APAC,low,23,0,0.068,6.87
2140,public_sector,EMEA,low,19,0,0.341,11.57
2141,healthcare,NA,low,16,0,0.269,17.72
2142,finance,APAC,medium,3,0,0.203,6.38
2143,healthcare,EMEA,medium,3,0,0.139,14.15
2144,public_sector,EMEA,medium,5,0,0.119,11.93
2145,finance,APAC,medium,20,0,0.23,16.39
2146,education,EMEA,high,7,0,0.228,6.52
2147,public_sector,NA,low,4,0,0.154,5.95
2148,public_sector,EMEA,high,14,1,0.181,2.98
2149,healthcare,EMEA,medium,13,0,0.069,14.22
2150,public_sector,NA,high,21,0,0.125,12.18
2151,healthcare,NA,low,12,0,0.335,15.26
2152,public_sector,EMEA,low,1,1,0.05,8.47
2153,finance,NA,medium,11,0,0.054,4.71
2154,healthcare,APAC,low,5,0,0.089,5.31
2155,finance,NA,low,3,0,0.24,10.63
2156,public_sector,EMEA,medium,9,0,0.109,8.74
2157,healthcare,EMEA,medium,2,0,0.193,3.09
2158,education,NA,medium,6,0,0.329,14.63
2159,retail,EMEA,low,15,0,0.133,10.94
2160,healthcare,APAC,medium,10,0,0.141,2.16
2161,finance,EMEA,medium,21,0,0.075,9.44
2162,healthcare,EMEA,medium,18,1,0.111,10.32
2163,education,NA,low,5,0,0.217,10.56
2164,retail,APAC,low,2,0,0.094,14.71
2165,public_sector,NA,low,18,0,0.053,4.3
2166,education,EMEA,low,20,1,0.33,9.83
2167,public_sector,APAC,medium,23,1,0.181,5.05
2168,public_sector,EMEA,medium,17,0,0.066,8.34
2169,education,EMEA,medium,12,0,0.207,11.36
2170,public_sector,EMEA,low,18,0,0.21,6.02
2171,education,APAC,low,9,0,0.145,1.98
2172,retail,APAC,low,8,0,0.062,12.06
2173,finance,NA,low,9,0,0.158,4.28
2174,public_sector,APAC,high,10,0,0.172,11.74
2175,public_sector,NA,medium,3,1,0.337,3.33
2176,healthcare,EMEA,low,20,0,0.155,15.92
2177,finance,NA,medium,0,0,0.214,4.16
2178,retail,APAC,low,18,0,0.193,5.46
2179,finance,EMEA,medium,11,0,0.059,3.59
2180,retail,NA,low,8,0,0.113,12.1
2181,finance,EMEA,medium,7,0,0.146,16.25
2182,education,NA,high,7,0,0.161,11.5
2183,education,NA,low,14,0,0.089,1.8
2184,education,EMEA,medium,0,0,0.171,13.54
2185,education,NA,medium,21,0,0.063,6.21
2186,retail,APAC,low,19,0,0.172,4.48
2187,healthcare,EMEA,low,12,1,0.07,17.4
2188,public_sector,EMEA,low,18,1,0.16,13.29
2189,healthcare,NA,medium,22,0,0.088,1.5
2190,finance,EMEA,medium,22,0,0.252,17.04
2191,finance,EMEA,low,10,0,0.164,12.27
2192,education,NA,low,22,0,0.246,17.8
2193,education,NA,low,6,0,0.344,2.54
2194,retail,APAC,low,1,0,0.062,7.95
2195,public_sector,NA,low,9,0,0.25,1.69
2196,education,NA,low,14,0,0.155,7.78
2197,finance,EMEA,low,1,1,0.154,11.29
2198,education,EMEA,high,8,0,0.109,4.79
2199,finance,NA,high,18,0,0.246,9.24
2200,public_sector,EMEA,medium,18,0,0.137,16.66
2201,public_sector,APAC,low,8,0,0.193,8.96
2202,public_sector,NA,low,2,1,0.107,3.31
2203,healthcare,NA,high,20,0,0.327,11.44
2204,retail,EMEA,high,9,0,0.165,11.49
2205,public_sector,APAC,low,22,0,0.209,10.08
2206,healthcare,APAC,medium,6,0,0.073,6.93
2207,healthcare,APAC,medium,3,0,0.318,4.24
2208,retail,NA,low,8,0,0.059,12.73
2209,retail,NA,medium,4,0,0.114,6.23
2210,public_sector,EMEA,low,1,0,0.072,8.98
2211,public_sector,EMEA,medium,0,0,0.105,11.51
2212,retail,APAC,low,12,0,0.3,5.68
2213,healthcare,NA,low,21,0,0.327,8.05
2214,retail,EMEA,medium,9,0,0.057,14.26
2215,retail,EMEA,low,23,0,0.118,12.43
2216,healthcare,EMEA,low,14,0,0.312,3.26
2217,retail,APAC,high,2,0,0.073,4.73
2218,education,APAC,low,13,0,0.199,8.69
2219,retail,NA,medium,3,0,0.065,6.81
2220,public_sector,NA,high,13,1,0.129,7.14
2221,education,NA,high,1,0,0.335,3.99
2222,education,APAC,low,5,0,0.076,6.15
2223,healthcare,NA,low,18,0,0.278,14.78
2224,healthcare,NA,medium,5,1,0.33,12.51
2225,retail,EMEA,medium,23,0,0.082,8.46
2226,retail,EMEA,low,9,0,0.13,2.3
2227,education,APAC,low,22,0,0.095,4.84
2228,retail,EMEA,medium,12,1,0.229,2.41
2229,healthcare,APAC,medium,12,1,0.054,8.52
2230,finance,NA,medium,3,0,0.305,6.61
2231,finance,EMEA,low,4,0,0.314,14.06
2232,healthcare,APAC,low,6,0,0.27,1.55
2233,finance,APAC,medium,11,1,0.059,8.01
2234,education,APAC,medium,6,0,0.306,2.62
2235,public_sector,APAC,high,20,0,0.124,11.45
2236,education,EMEA,high,19,0,0.222,14.07
2237,healthcare,APAC,medium,7,0,0.083,15.97
2238,public_sector,EMEA,medium,15,0,0.164,13.22
2239,education,APAC,medium,7,1,0.34,3.83
2240,retail,EMEA,low,13,0,0.262,1.51
2241,healthcare,APAC,low,11,0,0.213,17.13
2242,retail,NA,medium,17,0,0.267,5.85
2243,public_sector,EMEA,low,9,0,0.183,7.28
2244,public_sector,APAC,low,18,1,0.237,14.42
2245,education,NA,medium,4,0,0.218,12.29
2246,finance,APAC,low,5,0,0.147,6.74
2247,education,NA,low,12,0,0.232,2.66
2248,retail,NA,medium,1,0,0.27,3.16
2249,education,NA,low,20,0,0.202,2.72
2250,retail,NA,medium,18,0,0.099,16.95
2251,finance,EMEA,medium,7,0,0.28,12.27
2252,public_sector,NA,low,2,0,0.275,17.43
2253,public_sector,EMEA,low,7,0,0.082,2.62
2254,healthcare,APAC,low,22,1,0.228,1.78
2255,public_sector,APAC,low,22,0,0.284,14.23
2256,education,NA,medium,3,1,0.145,2.15
2257,public_sector,EMEA,medium,23,0,0.154,12.3
2258,healthcare,EMEA,low,15,0,0.113,9.12
2259,finance,NA,low,4,0,0.056,5.82
2260,finance,EMEA,low,6,0,0.2,2.23
2261,public_sector,EMEA,low,22,0,0.264,9.16
2262,finance,APAC,low,7,1,0.298,4.61
2263,finance,EMEA,low,22,0,0.153,3.07
2264,retail,NA,medium,1,0,0.16,13.18
2265,education,APAC,medium,23,0,0.217,5.18
2266,finance,APAC,high,1,0,0.195,4.97
2267,public_sector,EMEA,low,1,0,0.309,2.13
2268,healthcare,EMEA,low,13,0,0.309,7.29
2269,finance,EMEA,medium,5,0,0.196,6.86
2270,finance,NA,low,20,0,0.171,9.88
2271,public_sector,APAC,medium,16,1,0.135,7.55
2272,finance,EMEA,low,11,0,0.291,4.27
2273,education,APAC,low,9,0,0.145,10.93
2274,finance,NA,medium,11,0,0.137,1.89
