response_id,session_id,turn_number,model_version,created_at,latency_ms,is_safe,predicted_helpfulness,language,cost_usd
6352,1457,12,v3,2026-01-06T21:47,1844,1,0.876,en,0.0329
6353,1545,5,v1,2026-02-05T00:37,1015,1,0.572,es,0.0545
6354,717,3,v3,2026-06-05T06:53,1497,1,0.67,de,0.0388
6355,1352,3,v3,2026-01-18T06:48,1920,1,0.986,he,0.0554
6356,396,7,v2,2026-06-23T21:14,1934,1,1.0,en,0.0703
6357,178,9,v3,2026-07-02T23:55,1151,1,0.652,ja,0.037
6358,1395,1,v3,2026-04-07T00:21,723,1,1.0,en,0.0096
6359,332,1,v2,2026-05-02T06:32,1724,1,0.744,en,0.0273
6360,309,4,v2,2026-07-22T00:48,621,0,0.502,ja,0.0694
6361,1675,3,v3,2026-03-15T12:35,1192,0,0.765,he,0.0462
6362,559,5,v3,2026-06-04T03:37,1082,1,0.671,es,0.0193
6363,393,11,v1,2026-07-21T18:58,1205,1,1.0,en,0.0522
6364,230,10,v3,2026-07-14T09:31,1052,1,0.748,en,0.019
6365,210,11,v2,2026-04-26T18:14,1706,0,0.635,en,0.0054
6366,37,7,v2,2026-06-12T18:08,1448,0,0.67,he,0.0249
6367,1192,12,v2,2026-04-14T00:38,1083,1,0.737,ja,0.0227
6368,173,6,v3,2026-04-07T05:16,1074,1,1.0,en,0.0769
6369,1527,3,v3,2026-05-08T20:28,2166,1,0.723,de,0.018
6370,1035,11,v1,2026-04-10T19:00,1626,1,0.66,es,0.0749
6371,1136,8,v1,2026-03-25T17:58,1521,1,0.699,en,0.0276
6372,1275,7,v2,2026-06-20T07:35,893,1,0.777,en,0.0182
6373,133,3,v3,2026-06-26T21:39,1082,1,0.908,ja,0.0691
6374,1285,1,v1,2026-04-15T05:45,1274,1,0.763,ja,0.0342
6375,1768,2,v3,2026-02-18T03:18,1644,1,0.722,es,0.0775
6376,1534,7,v1,2026-02-23T05:26,1792,1,0.773,en,0.0384
6377,754,6,v1,2026-04-03T03:16,1494,1,0.957,he,0.0191
6378,1098,11,v3,2026-02-21T09:22,1742,1,1.0,es,0.0681
6379,548,12,v2,2026-07-24T23:34,384,0,0.769,en,0.0642
6380,932,4,v2,2026-02-18T18:58,952,1,0.737,en,0.0444
6381,258,3,v2,2026-07-22T10:38,1205,1,0.838,de,0.0418
6382,437,2,v1,2026-04-29T11:59,1059,1,0.676,en,0.0653
6383,1347,3,v2,2026-03-25T20:20,394,1,0.507,fr,0.0686
6384,926,8,v1,2026-01-11T08:56,832,1,0.683,es,0.0286
6385,381,5,v1,2026-01-20T12:19,2305,1,0.628,ja,0.062
6386,1470,6,v3,2026-06-14T21:17,1355,1,0.471,fr,0.0394
6387,218,11,v2,2026-05-27T06:01,1609,1,0.638,en,0.0158
6388,1224,6,v1,2026-07-02T03:58,1942,1,0.723,en,0.0214
6389,597,6,v1,2026-07-25T15:40,2161,1,0.87,en,0.0103
6390,1371,9,v2,2026-02-07T20:55,1616,1,0.993,es,0.073
6391,862,3,v1,2026-06-30T06:40,1571,1,0.769,ja,0.0334
6392,693,1,v2,2026-04-16T01:20,1385,1,0.829,en,0.0107
6393,783,7,v2,2026-06-16T06:08,1193,1,0.808,en,0.0187
6394,1456,6,v3,2026-07-22T05:46,712,1,0.863,he,0.0708
6395,1108,6,v1,2026-03-25T01:10,1408,1,0.512,ja,0.0073
6396,807,8,v1,2026-03-14T19:26,1632,1,0.661,en,0.0229
6397,1578,8,v2,2026-03-03T04:45,1082,1,0.792,ja,0.0321
6398,1236,6,v2,2026-01-31T09:42,532,1,0.868,en,0.0043
6399,721,12,v3,2026-05-20T23:38,962,1,0.672,en,0.0674
6400,1112,12,v3,2026-06-14T10:21,922,1,0.667,he,0.0651
6401,98,1,v1,2026-06-16T12:16,1705,1,0.774,en,0.0036
6402,1518,9,v2,2026-04-28T03:08,1796,1,0.929,es,0.0405
6403,1346,10,v1,2026-04-24T12:23,1471,0,0.681,en,0.0517
6404,1729,5,v2,2026-06-12T23:10,1304,1,0.575,de,0.0407
6405,557,8,v3,2026-06-04T11:43,1965,1,0.673,he,0.0218
6406,1482,1,v1,2026-02-18T07:17,807,0,0.909,de,0.0558
6407,799,4,v2,2026-02-05T03:19,1822,1,0.774,en,0.0782
6408,122,9,v1,2026-02-22T17:13,2757,1,0.64,de,0.0164
6409,1564,10,v2,2026-04-03T23:46,579,1,0.736,es,0.0101
6410,1214,10,v1,2026-01-05T06:47,1853,1,0.746,es,0.0347
6411,1377,7,v2,2026-03-16T12:51,1330,1,0.925,en,0.0448
6412,1544,12,v3,2026-04-12T05:21,1220,1,0.951,en,0.0349
6413,1189,12,v2,2026-01-20T00:44,1845,1,0.703,en,0.0418
6414,587,2,v3,2026-01-10T10:22,1314,1,0.808,es,0.0561
6415,517,7,v2,2026-01-29T06:14,1379,1,0.449,ja,0.0181
6416,1403,8,v1,2026-02-12T00:30,1558,1,0.624,he,0.076
6417,1661,7,v1,2026-05-28T13:44,787,1,0.399,en,0.0352
6418,675,1,v3,2026-01-01T11:14,968,0,0.608,es,0.0358
6419,52,11,v3,2026-06-06T18:02,1777,1,1.0,de,0.0204
6420,243,7,v2,2026-01-16T13:42,972,1,0.516,en,0.0658
6421,1746,6,v2,2026-04-02T10:57,1656,1,0.8,en,0.0474
6422,1639,3,v2,2026-02-12T22:17,749,1,0.6,fr,0.0781
6423,861,10,v3,2026-06-22T14:12,1695,1,0.714,ja,0.0294
6424,372,1,v3,2026-01-31T21:46,180,1,0.583,es,0.0042
6425,35,1,v1,2026-06-06T05:37,1480,1,0.8,es,0.066
6426,1384,9,v2,2026-03-26T11:51,1179,1,0.77,en,0.0137
6427,615,4,v1,2026-01-03T17:01,1754,1,0.672,fr,0.0116
6428,1337,12,v1,2026-07-06T01:10,1832,1,0.769,de,0.0254
6429,1438,8,v1,2026-04-04T23:04,2147,1,0.489,en,0.0306
6430,860,9,v3,2026-01-15T16:52,1027,1,0.932,es,0.0192
6431,383,11,v2,2026-06-03T19:52,745,1,1.0,fr,0.0718
6432,47,10,v2,2026-07-07T12:05,929,1,0.283,de,0.0336
6433,1524,8,v2,2026-04-14T09:35,1334,1,0.775,en,0.0745
6434,1403,3,v1,2026-02-12T00:30,1790,1,0.781,he,0.0612
6435,1719,4,v2,2026-07-21T20:43,984,1,0.825,en,0.0136
6436,823,3,v3,2026-05-13T22:39,980,1,0.833,en,0.0666
6437,1171,10,v2,2026-02-04T05:22,667,1,0.754,de,0.0435
6438,1325,7,v1,2026-03-05T19:18,1573,1,0.729,en,0.0045
6439,559,4,v3,2026-06-04T03:37,609,1,0.903,es,0.0287
6440,137,1,v3,2026-05-14T06:06,1361,1,0.947,de,0.0469
6441,1312,12,v2,2026-03-28T16:56,1201,1,0.828,he,0.0421
6442,932,7,v3,2026-02-18T18:58,817,1,0.83,en,0.0559
6443,1018,4,v2,2026-04-04T22:44,865,0,0.346,es,0.0577
6444,545,12,v3,2026-01-24T08:34,1979,1,0.612,en,0.0298
6445,431,10,v1,2026-05-02T15:32,1054,1,0.702,en,0.0129
6446,419,8,v3,2026-06-28T17:31,597,1,1.0,en,0.0435
6447,1680,1,v1,2026-05-01T04:04,1678,1,0.74,en,0.0314
6448,269,10,v3,2026-04-06T10:19,685,1,0.794,de,0.0611
6449,1695,12,v1,2026-01-03T09:19,1448,1,0.646,fr,0.0141
6450,78,7,v3,2026-05-11T16:00,1362,1,0.236,en,0.074
6451,1217,8,v1,2026-01-21T20:16,1491,1,0.934,en,0.0417
6452,1800,3,v1,2026-03-15T17:42,1428,1,0.652,en,0.0468
6453,155,2,v1,2026-04-30T05:14,1168,1,0.659,en,0.074
6454,1146,11,v2,2026-04-22T22:25,579,1,0.631,fr,0.073
6455,380,4,v1,2026-07-07T17:58,1814,1,0.476,es,0.0274
6456,666,9,v3,2026-07-04T04:14,942,1,0.71,fr,0.0182
6457,340,8,v2,2026-01-10T10:57,877,1,0.377,en,0.0547
6458,592,3,v1,2026-02-21T21:37,1438,1,0.762,en,0.0735
6459,818,6,v1,2026-05-09T08:55,1376,1,0.473,en,0.0441
6460,251,2,v1,2026-01-13T15:08,1382,1,0.553,he,0.0109
6461,689,2,v3,2026-01-03T21:34,547,1,0.665,ja,0.0037
6462,1539,5,v3,2026-04-30T03:16,1221,1,0.902,en,0.0171
6463,1421,6,v2,2026-05-10T02:00,1030,1,0.609,es,0.0713
6464,1495,2,v1,2026-05-27T07:57,1159,1,0.719,es,0.08
6465,425,4,v3,2026-07-06T10:18,1463,1,0.44,es,0.039
6466,1636,9,v2,2026-03-02T15:56,864,1,0.868,en,0.034
6467,718,11,v1,2026-02-12T14:17,1536,1,0.759,ja,0.0571
6468,854,12,v3,2026-03-31T18:13,1830,1,0.645,en,0.0538
6469,1130,10,v2,2026-02-02T13:14,1502,1,0.817,en,0.0056
6470,1105,12,v1,2026-02-08T08:00,901,1,0.879,en,0.0738
6471,434,4,v2,2026-06-26T17:47,1757,1,0.587,en,0.0398
6472,1760,10,v2,2026-01-12T18:59,1512,1,0.472,de,0.0759
6473,765,9,v3,2026-05-21T16:11,925,1,0.782,ja,0.024
6474,1413,8,v3,2026-01-16T06:38,971,1,0.591,ja,0.0091
6475,824,5,v2,2026-05-26T04:55,1563,1,0.818,en,0.0319
6476,785,7,v2,2026-02-07T21:24,1294,1,0.837,en,0.0413
6477,312,12,v2,2026-06-15T08:13,860,1,0.586,en,0.023
6478,336,1,v1,2026-07-24T17:19,1823,1,0.823,fr,0.0232
6479,483,10,v2,2026-05-05T13:58,1397,1,0.929,en,0.027
6480,302,2,v3,2026-05-01T12:17,1338,1,0.808,en,0.0305
6481,1026,5,v2,2026-01-31T04:43,661,1,0.908,fr,0.0683
6482,1771,4,v2,2026-07-25T14:52,1475,1,0.729,es,0.0741
6483,804,12,v1,2026-05-12T16:51,1039,1,1.0,es,0.069
6484,462,2,v1,2026-05-26T04:50,1236,0,0.337,ja,0.0619
6485,1244,3,v3,2026-07-17T23:45,1872,1,0.758,en,0.0745
6486,429,3,v3,2026-02-13T04:54,947,1,0.656,fr,0.0332
6487,1283,10,v2,2026-01-23T16:13,1544,1,0.759,de,0.0776
6488,94,3,v1,2026-01-28T01:31,1241,1,0.633,ja,0.0365
6489,1590,7,v1,2026-01-18T06:46,1571,1,0.625,en,0.0637
6490,1226,7,v2,2026-02-18T05:24,1165,1,0.695,he,0.0452
6491,592,10,v2,2026-02-21T21:37,1418,1,0.725,en,0.0787
6492,279,5,v1,2026-07-09T22:53,1342,0,0.624,en,0.077
6493,1618,3,v2,2026-07-05T05:48,1451,1,0.629,en,0.0459
6494,1446,4,v2,2026-05-20T15:34,739,1,1.0,he,0.0764
6495,1363,5,v1,2026-04-19T16:18,1566,0,0.75,es,0.0618
6496,1349,6,v2,2026-02-14T00:08,2071,1,0.788,en,0.0102
6497,1625,2,v3,2026-04-01T06:01,1355,1,0.543,de,0.0502
6498,724,2,v2,2026-01-13T03:47,490,1,0.87,fr,0.0575
6499,1406,8,v1,2026-03-15T14:20,1969,1,0.557,en,0.0101
6500,855,2,v3,2026-01-25T06:58,1053,1,0.755,ja,0.01
6501,1491,2,v2,2026-03-02T07:31,763,1,0.832,en,0.0409
6502,834,7,v1,2026-02-15T14:07,680,1,0.586,en,0.007
6503,809,4,v1,2026-07-04T20:06,1680,1,0.953,de,0.0448
6504,340,1,v3,2026-01-10T10:57,1396,1,0.899,en,0.0301
6505,1178,2,v1,2026-01-16T23:09,1792,1,0.586,en,0.0157
6506,1251,6,v3,2026-04-29T20:00,1514,1,0.763,en,0.0652
6507,730,4,v3,2026-02-25T16:11,1263,1,0.872,es,0.0285
6508,367,2,v3,2026-04-22T17:58,1096,1,0.684,fr,0.018
6509,80,6,v2,2026-06-20T06:46,767,0,0.89,en,0.0772
6510,1441,5,v3,2026-04-20T02:01,1308,0,0.707,en,0.048
6511,893,8,v3,2026-04-06T08:35,996,1,0.935,ja,0.0408
6512,984,11,v3,2026-05-13T14:38,1300,1,0.842,en,0.0219
6513,559,11,v3,2026-06-04T03:37,1252,1,0.743,es,0.0529
6514,1782,1,v3,2026-03-18T20:39,1213,1,1.0,de,0.071
6515,1711,8,v1,2026-05-22T18:41,1651,1,0.782,ja,0.03
6516,1507,2,v2,2026-02-11T13:30,1049,0,0.884,es,0.028
6517,1554,6,v2,2026-05-24T08:28,910,1,0.78,es,0.024
6518,533,10,v2,2026-01-31T06:14,2204,0,0.782,he,0.0049
6519,486,5,v2,2026-06-07T02:25,400,1,0.574,de,0.0541
6520,1342,8,v1,2026-02-03T20:14,1851,1,0.985,en,0.0141
6521,1400,9,v2,2026-07-16T01:11,230,1,0.756,en,0.0595
6522,881,12,v2,2026-07-10T19:52,682,1,0.958,en,0.0158
6523,852,5,v3,2026-06-23T05:32,1556,1,0.419,en,0.042
6524,553,3,v3,2026-07-12T14:50,376,1,0.904,en,0.0639
6525,1163,7,v1,2026-06-28T22:29,1466,1,0.432,ja,0.0185
6526,1573,11,v3,2026-07-25T06:27,1415,1,0.576,en,0.0632
6527,1746,7,v1,2026-04-02T10:57,1933,1,0.887,en,0.0555
6528,1055,12,v1,2026-01-02T23:17,1655,1,0.774,ja,0.0643
6529,1551,12,v3,2026-02-12T05:54,1082,1,0.817,en,0.049
6530,956,2,v2,2026-06-04T20:43,1519,1,0.596,es,0.0732
6531,1275,7,v1,2026-06-20T07:35,1912,0,0.456,en,0.0122
6532,1003,4,v1,2026-04-03T11:23,1470,1,0.626,ja,0.0186
6533,111,8,v2,2026-04-06T18:09,813,1,0.585,ja,0.01
6534,883,7,v1,2026-04-25T18:01,816,1,0.843,en,0.077
6535,657,1,v1,2026-05-10T11:52,736,1,0.572,en,0.0311
6536,250,8,v1,2026-01-26T02:08,2167,1,0.835,de,0.0142
6537,1733,1,v2,2026-03-11T07:33,569,1,0.68,fr,0.0355
6538,1090,12,v1,2026-06-27T03:57,1606,1,0.863,en,0.0389
6539,1719,7,v2,2026-07-21T20:43,1004,1,0.644,en,0.0198
6540,1338,6,v3,2026-05-27T20:04,975,1,0.743,en,0.0778
6541,708,7,v3,2026-03-19T05:12,1211,1,0.787,en,0.0494
6542,1197,7,v1,2026-07-23T08:16,1440,1,0.923,en,0.0227
6543,1222,7,v1,2026-05-10T05:47,2198,1,0.845,en,0.075
6544,820,2,v1,2026-07-09T23:35,1583,1,0.757,fr,0.0488
6545,29,12,v1,2026-01-26T02:16,1583,1,0.716,en,0.0386
6546,1252,3,v3,2026-06-29T18:48,1933,1,0.654,en,0.0632
6547,972,5,v2,2026-02-23T05:35,767,1,0.77,de,0.0654
6548,115,12,v3,2026-05-23T17:24,818,0,0.733,es,0.0107
6549,686,3,v1,2026-02-05T11:54,953,1,1.0,en,0.0719
6550,368,3,v1,2026-01-08T20:46,1287,1,0.806,en,0.0078
6551,1107,2,v1,2026-02-08T09:13,1963,1,0.598,fr,0.0772
6552,1311,6,v3,2026-02-15T02:48,1154,1,0.837,he,0.0747
6553,705,9,v1,2026-02-07T00:19,1402,1,0.693,ja,0.0687
6554,1598,12,v1,2026-05-19T03:28,1193,1,0.88,ja,0.0732
6555,1728,1,v1,2026-06-14T15:30,1346,1,0.776,de,0.0149
6556,920,11,v1,2026-06-13T19:11,1033,0,0.421,de,0.076
6557,260,3,v2,2026-05-26T05:23,180,1,0.467,de,0.0743
6558,207,10,v3,2026-04-08T03:17,2000,1,0.988,en,0.0192
6559,1634,10,v2,2026-06-19T05:18,953,1,0.863,en,0.0429
6560,413,1,v3,2026-02-03T00:24,1387,1,0.494,de,0.045
6561,1266,1,v3,2026-07-03T19:59,904,0,1.0,ja,0.0605
6562,136,8,v2,2026-06-14T15:50,1125,1,0.987,en,0.0523
6563,1665,11,v2,2026-03-10T22:55,562,1,0.662,en,0.0596
6564,65,3,v2,2026-04-26T18:39,1013,0,0.765,fr,0.0533
6565,740,4,v3,2026-05-24T22:56,771,1,0.5,de,0.0613
6566,1189,2,v1,2026-01-20T00:44,1220,1,0.656,en,0.067
6567,966,2,v1,2026-01-04T01:30,1360,0,0.714,en,0.0735
6568,126,1,v3,2026-06-28T02:15,1410,1,0.64,es,0.0561
6569,192,3,v1,2026-02-17T02:24,1901,1,0.538,en,0.0712
6570,128,11,v3,2026-01-11T18:57,1274,1,0.923,es,0.0164
6571,1349,10,v2,2026-02-14T00:08,1169,1,0.561,en,0.0592
6572,833,5,v3,2026-06-20T13:53,536,1,0.939,en,0.058
6573,307,6,v1,2026-01-20T22:13,1515,1,0.79,fr,0.0378
6574,478,4,v1,2026-02-28T08:58,2147,1,1.0,en,0.0153
6575,1707,4,v2,2026-07-10T11:30,927,1,0.785,en,0.0608
6576,784,9,v3,2026-04-07T13:07,531,1,0.422,fr,0.0029
6577,502,11,v2,2026-03-25T17:11,749,1,0.636,es,0.0569
6578,1279,2,v1,2026-06-23T22:30,1693,1,0.877,es,0.0612
6579,26,10,v1,2026-06-18T10:16,1736,1,0.682,ja,0.0426
6580,997,3,v2,2026-02-23T05:16,548,1,0.584,en,0.028
6581,1779,3,v3,2026-05-23T23:00,1745,1,0.934,fr,0.0511
6582,1717,2,v3,2026-02-01T01:39,1326,0,0.591,en,0.0146
6583,301,10,v3,2026-04-19T18:27,1347,1,0.88,ja,0.0292
6584,1224,4,v2,2026-07-02T03:58,1482,1,0.841,en,0.0388
6585,1421,10,v1,2026-05-10T02:00,2196,1,0.756,es,0.0346
6586,1458,8,v3,2026-06-03T09:50,831,1,0.64,es,0.0687
6587,803,3,v3,2026-02-28T08:30,1015,1,0.8,es,0.0599
6588,371,12,v1,2026-05-27T15:39,1389,0,0.729,es,0.0348
6589,948,4,v1,2026-02-25T04:55,356,1,0.503,en,0.0467
6590,826,12,v3,2026-01-01T18:15,1323,1,0.759,fr,0.016
6591,1613,12,v2,2026-04-12T04:47,2100,1,0.621,de,0.0731
6592,526,2,v2,2026-02-05T10:08,1257,1,1.0,de,0.0044
6593,907,4,v2,2026-02-02T09:39,565,1,0.968,ja,0.0725
6594,534,3,v3,2026-01-18T13:38,850,1,0.755,en,0.0777
6595,99,11,v2,2026-05-05T07:22,681,1,0.737,ja,0.0764
6596,1046,7,v1,2026-06-07T07:45,1195,0,0.304,fr,0.0704
6597,787,6,v1,2026-06-22T21:00,2062,1,1.0,ja,0.0423
6598,385,4,v3,2026-04-28T03:51,1394,1,0.664,en,0.0068
6599,350,3,v1,2026-06-21T10:58,1592,1,0.795,es,0.0534
6600,1545,8,v2,2026-02-05T00:37,283,1,0.927,es,0.0039
6601,316,9,v3,2026-04-20T13:11,1017,1,0.75,de,0.0047
6602,893,4,v2,2026-04-06T08:35,1387,1,0.998,ja,0.0767
6603,872,10,v1,2026-02-19T19:28,946,0,0.516,en,0.017
6604,230,2,v1,2026-07-14T09:31,1791,1,0.846,en,0.0486
6605,1197,8,v1,2026-07-23T08:16,1677,1,0.631,en,0.0513
6606,1086,3,v1,2026-01-09T09:48,1314,1,0.588,ja,0.069
6607,107,11,v1,2026-03-30T20:09,1697,0,0.747,en,0.0201
6608,234,5,v3,2026-01-27T15:00,772,1,0.814,es,0.0658
6609,564,11,v1,2026-02-03T09:38,918,1,0.436,en,0.0163
6610,505,10,v2,2026-01-21T11:01,1240,0,0.824,en,0.012
6611,1109,9,v2,2026-05-26T08:13,1137,1,0.869,es,0.0106
6612,1470,5,v3,2026-06-14T21:17,2107,1,0.583,fr,0.0132
6613,1680,12,v2,2026-05-01T04:04,1070,1,0.739,en,0.0626
6614,1074,10,v2,2026-02-28T07:29,1002,1,0.614,fr,0.0347
6615,753,3,v2,2026-06-07T03:28,180,1,0.817,en,0.052
6616,110,11,v2,2026-07-17T07:17,654,1,0.652,es,0.0315
6617,477,4,v1,2026-06-28T05:40,1261,1,0.944,en,0.0339
6618,1307,8,v1,2026-07-02T00:56,942,1,0.729,en,0.0273
6619,206,11,v1,2026-06-15T21:35,1696,1,0.491,en,0.0094
6620,191,9,v1,2026-07-17T20:13,1147,1,0.844,ja,0.0358
6621,1387,9,v1,2026-02-25T05:02,1581,1,0.814,en,0.0337
6622,1298,9,v3,2026-02-09T01:09,1075,1,0.735,he,0.0426
6623,38,5,v3,2026-02-10T02:14,1161,1,0.956,en,0.0216
6624,93,3,v2,2026-01-22T04:41,1389,1,0.713,ja,0.0134
6625,1414,11,v3,2026-05-14T16:51,1239,1,0.715,en,0.036
6626,363,2,v3,2026-03-03T06:58,1148,0,0.853,en,0.0602
6627,1447,4,v3,2026-03-24T21:50,1090,1,0.637,en,0.0105
6628,157,2,v3,2026-06-23T13:31,731,1,0.821,en,0.0503
6629,367,11,v1,2026-04-22T17:58,1139,1,0.848,fr,0.0407
6630,892,7,v1,2026-04-23T20:15,1370,1,0.68,en,0.0397
6631,1502,6,v2,2026-03-01T01:16,677,1,0.744,ja,0.0778
6632,1695,7,v3,2026-01-03T09:19,1220,1,0.495,fr,0.0094
6633,783,2,v2,2026-06-16T06:08,1093,1,0.812,en,0.0555
6634,887,4,v2,2026-07-20T08:43,761,1,0.507,en,0.0301
6635,361,10,v2,2026-03-02T13:32,1502,1,0.583,fr,0.0799
6636,1116,1,v3,2026-06-02T04:18,554,1,0.694,ja,0.0469
6637,317,10,v2,2026-07-22T10:18,1309,1,0.818,de,0.0316
6638,318,9,v1,2026-06-28T22:29,1948,1,0.472,en,0.0339
6639,1202,4,v3,2026-03-25T07:48,880,1,0.584,en,0.0335
6640,703,12,v2,2026-06-06T15:56,425,1,0.838,en,0.0565
6641,421,2,v3,2026-05-07T01:44,1780,1,0.847,en,0.0204
6642,1441,8,v3,2026-04-20T02:01,853,1,0.998,en,0.0647
6643,355,1,v2,2026-01-22T16:09,1019,1,1.0,en,0.0495
6644,512,1,v1,2026-02-14T15:33,1628,1,0.594,en,0.0195
6645,1511,7,v2,2026-05-30T14:42,1586,1,0.761,fr,0.0263
6646,358,1,v1,2026-06-22T23:57,2039,1,0.823,de,0.0434
6647,638,1,v3,2026-06-23T02:59,818,1,0.499,de,0.0544
6648,975,8,v1,2026-03-20T20:36,1698,1,0.989,es,0.0559
6649,494,9,v3,2026-07-07T11:02,1499,1,0.631,he,0.03
6650,180,7,v2,2026-05-25T21:34,821,1,1.0,es,0.0501
6651,1113,6,v2,2026-06-25T09:16,1492,1,0.955,de,0.029
6652,326,11,v1,2026-06-01T07:01,1181,1,0.72,en,0.0383
6653,650,9,v3,2026-01-17T01:11,1729,1,0.625,en,0.0527
6654,1246,7,v1,2026-02-24T04:52,1128,1,0.739,es,0.026
6655,840,4,v1,2026-01-25T04:17,1476,1,0.427,es,0.0287
6656,42,7,v3,2026-02-03T10:09,1567,1,0.848,he,0.0405
6657,1455,1,v2,2026-03-02T22:03,1155,1,0.73,en,0.0507
6658,168,12,v1,2026-04-17T09:07,630,1,0.812,es,0.0088
6659,1336,2,v1,2026-04-21T16:21,2475,1,0.66,en,0.078
6660,1077,12,v3,2026-06-05T19:20,1033,1,0.493,en,0.0277
6661,1468,6,v2,2026-03-29T08:13,588,1,0.781,en,0.0249
6662,1704,5,v2,2026-04-19T18:23,834,1,0.729,en,0.0628
6663,411,2,v2,2026-07-22T00:19,1094,1,0.674,de,0.0659
6664,453,6,v2,2026-04-27T09:55,560,1,0.749,he,0.0767
6665,1109,3,v3,2026-05-26T08:13,984,1,0.731,es,0.0757
6666,640,8,v3,2026-02-07T02:06,1395,1,0.721,en,0.0098
6667,711,4,v2,2026-03-28T03:06,699,1,0.655,es,0.0171
6668,1046,8,v2,2026-06-07T07:45,1271,1,0.524,fr,0.0353
6669,1503,11,v3,2026-05-01T18:31,523,1,0.863,en,0.0681
6670,896,1,v3,2026-02-03T15:55,1345,1,0.536,en,0.0486
6671,1047,6,v2,2026-06-30T02:00,1574,1,0.81,en,0.0165
6672,1609,8,v2,2026-07-20T01:32,774,1,0.638,es,0.0289
6673,812,5,v1,2026-02-17T04:50,1969,1,0.645,en,0.016
6674,1668,8,v2,2026-04-24T05:42,1205,1,0.791,fr,0.0428
6675,811,1,v3,2026-03-13T20:11,2069,1,0.943,en,0.0026
6676,1451,9,v1,2026-02-02T13:13,2020,1,0.627,en,0.0586
6677,601,5,v2,2026-03-28T16:59,850,0,0.442,en,0.0604
6678,152,11,v3,2026-04-20T16:57,1389,0,0.841,de,0.06
6679,627,6,v3,2026-03-10T17:00,1191,1,0.811,es,0.0386
6680,363,10,v2,2026-03-03T06:58,852,1,0.734,en,0.0636
6681,197,4,v3,2026-07-17T10:19,784,1,0.92,ja,0.0754
6682,134,4,v3,2026-06-07T01:31,1206,1,0.874,en,0.0399
6683,755,4,v1,2026-06-20T22:54,1883,1,0.459,fr,0.075
6684,359,7,v1,2026-04-24T09:18,1095,0,0.581,es,0.0387
6685,1504,1,v3,2026-05-02T03:44,1020,1,0.982,en,0.0723
6686,1770,1,v3,2026-01-27T13:32,1520,1,0.894,en,0.0313
6687,1127,4,v2,2026-07-20T02:54,523,1,0.717,de,0.0472
6688,842,8,v3,2026-03-14T08:06,633,1,0.755,en,0.0248
6689,1509,4,v1,2026-04-21T20:29,646,1,0.567,es,0.0214
6690,474,2,v3,2026-06-07T08:36,1306,0,0.61,es,0.0477
6691,1566,8,v1,2026-04-11T03:11,876,1,0.775,en,0.0715
6692,943,12,v1,2026-07-25T20:44,924,1,0.894,en,0.0438
6693,769,3,v3,2026-04-25T21:17,883,1,0.644,fr,0.0263
6694,1308,3,v1,2026-02-11T21:09,2017,1,0.603,fr,0.0665
6695,1522,12,v1,2026-01-17T07:11,1544,1,0.935,en,0.0543
6696,1558,1,v3,2026-04-01T11:02,1002,1,0.779,de,0.0727
6697,1117,9,v1,2026-01-01T07:01,1453,1,0.809,en,0.0356
6698,154,9,v1,2026-05-29T08:17,1467,1,1.0,en,0.0114
6699,1359,2,v3,2026-06-04T17:02,1189,1,0.693,en,0.0185
6700,1128,1,v1,2026-07-10T19:15,1499,1,0.487,ja,0.0051
6701,1199,5,v1,2026-05-18T04:03,2000,1,0.77,en,0.0739
6702,1524,10,v2,2026-04-14T09:35,1249,1,0.756,en,0.0178
6703,11,2,v1,2026-01-06T02:09,2113,1,0.631,en,0.0094
6704,1121,3,v3,2026-05-05T15:12,1298,1,0.739,en,0.0586
6705,634,8,v1,2026-06-17T21:42,1622,1,0.849,es,0.0116
6706,340,10,v3,2026-01-10T10:57,809,1,0.764,en,0.0461
6707,437,6,v1,2026-04-29T11:59,1354,1,0.884,en,0.0106
6708,1291,10,v2,2026-02-22T15:51,1065,1,0.705,he,0.0307
6709,1036,6,v1,2026-04-21T16:52,581,1,0.811,en,0.0647
6710,1457,3,v2,2026-01-06T21:47,725,1,0.671,en,0.0455
6711,1033,5,v2,2026-06-04T15:57,1275,1,0.569,he,0.0756
6712,218,8,v3,2026-05-27T06:01,509,1,0.788,en,0.0737
6713,867,9,v3,2026-06-20T21:19,1084,1,0.734,en,0.0441
6714,386,3,v3,2026-05-05T23:42,506,1,0.849,ja,0.0096
6715,87,5,v3,2026-03-30T11:17,804,1,0.87,he,0.0063
6716,538,2,v3,2026-07-09T19:53,1240,1,0.725,en,0.0638
6717,989,2,v1,2026-01-25T17:35,1768,1,0.733,de,0.0725
6718,1483,5,v2,2026-05-12T04:28,1329,1,0.615,de,0.0421
6719,588,9,v3,2026-06-12T16:59,1379,1,0.725,en,0.0185
6720,13,7,v3,2026-01-25T08:50,1298,1,0.83,en,0.0567
6721,891,8,v1,2026-06-10T01:56,2708,1,0.961,ja,0.0092
6722,971,2,v2,2026-04-01T03:30,740,1,0.863,en,0.0656
6723,1078,12,v1,2026-07-22T16:42,1022,0,0.313,en,0.0698
6724,598,8,v1,2026-01-05T03:58,2636,1,0.915,en,0.0554
6725,198,10,v2,2026-05-25T15:01,1517,1,0.603,en,0.0725
