query_id,document_id,rank,retrieval_score,is_relevant,retriever_version
440,132,5,0.638,0,hybrid_v2
441,440,1,0.489,1,hybrid_v2
441,187,2,0.639,0,hybrid_v2
441,488,3,0.891,0,hybrid_v2
441,210,4,0.365,1,dense_v1
441,412,5,0.464,0,dense_v1
442,450,1,0.367,1,hybrid_v2
442,279,2,0.865,0,hybrid_v2
442,345,3,0.92,0,dense_v1
442,23,4,0.776,0,hybrid_v2
442,147,5,0.966,0,hybrid_v2
443,99,1,0.763,1,hybrid_v2
443,430,2,0.883,0,hybrid_v2
443,246,3,0.714,1,dense_v1
443,391,4,0.655,1,dense_v1
443,102,5,0.871,0,hybrid_v2
444,476,1,0.411,1,hybrid_v2
444,354,2,0.886,0,dense_v1
444,354,3,0.738,0,dense_v1
444,75,4,0.958,1,dense_v1
444,309,5,0.465,1,hybrid_v2
445,357,1,0.949,1,hybrid_v2
445,187,2,0.868,1,hybrid_v2
445,143,3,0.431,1,dense_v1
445,334,4,0.864,0,dense_v1
445,203,5,0.85,0,hybrid_v2
446,384,1,0.608,0,hybrid_v2
446,42,2,0.979,1,hybrid_v2
446,153,3,0.463,1,hybrid_v2
446,363,4,0.903,0,dense_v1
446,445,5,0.801,1,dense_v1
447,65,1,0.903,1,hybrid_v2
447,155,2,0.414,1,dense_v1
447,295,3,0.379,1,dense_v1
447,364,4,0.622,0,hybrid_v2
447,30,5,0.749,0,dense_v1
448,54,1,0.876,1,hybrid_v2
448,67,2,0.794,1,dense_v1
448,216,3,0.417,1,hybrid_v2
448,78,4,0.576,0,hybrid_v2
448,477,5,0.45,0,dense_v1
449,65,1,0.694,0,hybrid_v2
449,188,2,0.547,1,dense_v1
449,282,3,0.62,0,hybrid_v2
449,449,4,0.75,0,hybrid_v2
449,313,5,0.613,0,dense_v1
450,172,1,0.372,1,hybrid_v2
450,255,2,0.951,1,dense_v1
450,23,3,0.439,1,hybrid_v2
450,196,4,0.651,0,dense_v1
450,384,5,0.527,0,hybrid_v2
451,468,1,0.656,1,dense_v1
451,431,2,0.894,1,hybrid_v2
451,303,3,0.791,0,dense_v1
451,48,4,0.777,0,dense_v1
451,183,5,0.72,0,hybrid_v2
452,88,1,0.489,1,dense_v1
452,384,2,0.671,0,hybrid_v2
452,232,3,0.594,1,hybrid_v2
452,12,4,0.676,1,hybrid_v2
452,206,5,0.878,0,hybrid_v2
453,134,1,0.68,0,hybrid_v2
453,340,2,0.543,0,dense_v1
453,145,3,0.777,1,dense_v1
453,245,4,0.358,1,dense_v1
453,156,5,0.694,1,hybrid_v2
454,147,1,0.746,0,hybrid_v2
454,351,2,0.503,0,dense_v1
454,230,3,0.936,0,dense_v1
454,434,4,0.644,0,hybrid_v2
454,131,5,0.511,0,hybrid_v2
455,446,1,0.772,1,hybrid_v2
455,477,2,0.566,0,hybrid_v2
455,454,3,0.894,0,hybrid_v2
455,34,4,0.436,0,dense_v1
455,380,5,0.381,0,hybrid_v2
456,445,1,0.82,1,dense_v1
456,200,2,0.764,0,hybrid_v2
456,99,3,0.455,1,dense_v1
456,440,4,0.57,1,hybrid_v2
456,125,5,0.688,1,dense_v1
457,439,1,0.613,1,hybrid_v2
457,357,2,0.7,1,dense_v1
457,443,3,0.661,1,hybrid_v2
457,189,4,0.731,0,hybrid_v2
457,107,5,0.367,0,dense_v1
458,35,1,0.936,0,dense_v1
458,84,2,0.801,1,dense_v1
458,173,3,0.815,0,hybrid_v2
458,298,4,0.506,1,dense_v1
458,209,5,0.528,0,hybrid_v2
459,222,1,0.625,1,hybrid_v2
459,482,2,0.783,1,dense_v1
459,7,3,0.41,0,dense_v1
459,149,4,0.76,1,dense_v1
459,339,5,0.688,1,hybrid_v2
460,252,1,0.74,1,dense_v1
460,46,2,0.515,1,dense_v1
460,4,3,0.369,0,dense_v1
460,421,4,0.804,0,dense_v1
460,128,5,0.827,0,dense_v1
461,81,1,0.457,0,hybrid_v2
461,136,2,0.906,1,dense_v1
461,366,3,0.556,0,dense_v1
461,165,4,0.547,1,dense_v1
461,238,5,0.695,0,dense_v1
462,95,1,0.413,1,dense_v1
462,291,2,0.39,1,hybrid_v2
462,295,3,0.394,1,hybrid_v2
462,278,4,0.632,1,dense_v1
462,341,5,0.618,0,dense_v1
463,209,1,0.714,1,dense_v1
463,482,2,0.457,1,hybrid_v2
463,423,3,0.864,1,hybrid_v2
463,169,4,0.499,0,hybrid_v2
463,143,5,0.518,0,dense_v1
464,77,1,0.573,1,dense_v1
464,446,2,0.606,0,hybrid_v2
464,404,3,0.435,0,dense_v1
464,330,4,0.378,0,hybrid_v2
464,318,5,0.402,0,dense_v1
465,108,1,0.828,0,hybrid_v2
465,51,2,0.886,1,dense_v1
465,255,3,0.965,1,dense_v1
465,432,4,0.432,1,hybrid_v2
465,117,5,0.625,1,hybrid_v2
466,345,1,0.365,1,dense_v1
466,461,2,0.558,1,dense_v1
466,295,3,0.733,1,hybrid_v2
466,338,4,0.529,1,dense_v1
466,136,5,0.433,1,dense_v1
467,447,1,0.553,1,dense_v1
467,140,2,0.879,1,dense_v1
467,490,3,0.532,0,hybrid_v2
467,360,4,0.883,0,hybrid_v2
467,76,5,0.924,0,dense_v1
468,376,1,0.873,1,hybrid_v2
468,355,2,0.376,1,hybrid_v2
468,284,3,0.515,1,dense_v1
468,474,4,0.626,0,dense_v1
468,18,5,0.433,1,hybrid_v2
469,495,1,0.76,1,dense_v1
469,314,2,0.792,0,dense_v1
469,285,3,0.907,1,dense_v1
469,269,4,0.892,0,dense_v1
469,131,5,0.661,1,dense_v1
470,151,1,0.746,1,hybrid_v2
470,265,2,0.958,1,hybrid_v2
470,145,3,0.651,0,hybrid_v2
470,421,4,0.477,1,dense_v1
470,2,5,0.612,1,hybrid_v2
471,287,1,0.37,1,hybrid_v2
471,110,2,0.409,0,hybrid_v2
471,419,3,0.544,1,hybrid_v2
471,56,4,0.425,0,dense_v1
471,434,5,0.689,0,dense_v1
472,286,1,0.357,1,hybrid_v2
472,346,2,0.617,0,dense_v1
472,239,3,0.692,1,hybrid_v2
472,95,4,0.515,0,hybrid_v2
472,200,5,0.736,1,dense_v1
473,148,1,0.635,0,hybrid_v2
473,449,2,0.852,1,dense_v1
473,461,3,0.609,1,hybrid_v2
473,497,4,0.98,0,dense_v1
473,37,5,0.471,0,dense_v1
474,84,1,0.481,0,dense_v1
474,365,2,0.816,1,hybrid_v2
474,378,3,0.489,0,hybrid_v2
474,221,4,0.447,0,hybrid_v2
474,27,5,0.743,0,hybrid_v2
475,72,1,0.942,1,hybrid_v2
475,213,2,0.848,1,hybrid_v2
475,242,3,0.57,0,dense_v1
475,202,4,0.541,1,dense_v1
475,204,5,0.781,1,dense_v1
476,343,1,0.408,1,dense_v1
476,340,2,0.7,0,hybrid_v2
476,335,3,0.71,1,hybrid_v2
476,31,4,0.377,0,hybrid_v2
476,122,5,0.577,0,hybrid_v2
477,43,1,0.711,1,dense_v1
477,435,2,0.499,1,hybrid_v2
477,200,3,0.491,0,dense_v1
477,402,4,0.423,0,hybrid_v2
477,92,5,0.853,0,hybrid_v2
478,297,1,0.498,1,dense_v1
478,321,2,0.537,0,dense_v1
478,488,3,0.667,0,hybrid_v2
478,122,4,0.94,0,hybrid_v2
478,131,5,0.81,1,dense_v1
479,317,1,0.812,1,hybrid_v2
479,267,2,0.532,0,hybrid_v2
479,159,3,0.963,1,dense_v1
479,23,4,0.581,0,dense_v1
479,440,5,0.497,0,hybrid_v2
480,280,1,0.476,0,dense_v1
480,276,2,0.796,1,hybrid_v2
480,204,3,0.735,1,hybrid_v2
480,232,4,0.438,0,dense_v1
480,137,5,0.786,1,dense_v1
481,101,1,0.356,1,dense_v1
481,362,2,0.931,0,hybrid_v2
481,248,3,0.827,1,hybrid_v2
481,94,4,0.496,0,dense_v1
481,253,5,0.91,0,dense_v1
482,91,1,0.525,1,dense_v1
482,177,2,0.58,1,dense_v1
482,416,3,0.674,0,hybrid_v2
482,108,4,0.924,0,hybrid_v2
482,123,5,0.591,0,dense_v1
483,303,1,0.707,1,dense_v1
483,362,2,0.764,0,hybrid_v2
483,288,3,0.546,0,dense_v1
483,21,4,0.82,1,dense_v1
483,127,5,0.656,0,dense_v1
484,489,1,0.829,1,dense_v1
484,375,2,0.891,0,dense_v1
484,148,3,0.746,1,dense_v1
484,185,4,0.527,1,dense_v1
484,179,5,0.751,1,dense_v1
485,129,1,0.545,0,hybrid_v2
485,144,2,0.528,1,hybrid_v2
485,247,3,0.592,1,hybrid_v2
485,458,4,0.968,0,hybrid_v2
485,100,5,0.971,1,hybrid_v2
486,275,1,0.881,1,dense_v1
486,215,2,0.568,1,hybrid_v2
486,187,3,0.787,1,hybrid_v2
486,195,4,0.677,0,hybrid_v2
486,289,5,0.515,0,hybrid_v2
487,197,1,0.957,0,hybrid_v2
487,141,2,0.739,0,dense_v1
487,327,3,0.814,0,hybrid_v2
487,330,4,0.823,0,hybrid_v2
487,142,5,0.761,0,dense_v1
488,470,1,0.445,1,dense_v1
488,188,2,0.902,1,hybrid_v2
488,141,3,0.892,0,dense_v1
488,275,4,0.754,0,hybrid_v2
488,416,5,0.962,0,hybrid_v2
489,417,1,0.661,1,dense_v1
489,381,2,0.542,0,dense_v1
489,224,3,0.369,1,dense_v1
489,246,4,0.356,1,dense_v1
489,70,5,0.357,0,hybrid_v2
490,83,1,0.503,1,hybrid_v2
490,86,2,0.777,0,hybrid_v2
490,144,3,0.967,0,dense_v1
490,420,4,0.514,1,hybrid_v2
490,66,5,0.621,0,dense_v1
491,268,1,0.918,1,dense_v1
491,271,2,0.961,0,dense_v1
491,356,3,0.889,0,hybrid_v2
491,371,4,0.418,1,hybrid_v2
491,459,5,0.447,1,dense_v1
492,364,1,0.877,1,hybrid_v2
492,411,2,0.565,1,hybrid_v2
492,228,3,0.543,0,hybrid_v2
492,54,4,0.82,0,dense_v1
492,108,5,0.371,0,dense_v1
493,386,1,0.754,0,hybrid_v2
493,406,2,0.822,0,dense_v1
493,346,3,0.919,1,hybrid_v2
493,143,4,0.926,0,hybrid_v2
493,486,5,0.908,0,dense_v1
494,89,1,0.639,1,dense_v1
494,395,2,0.387,1,dense_v1
494,271,3,0.935,1,hybrid_v2
494,231,4,0.509,1,dense_v1
494,390,5,0.45,0,dense_v1
495,378,1,0.578,0,dense_v1
495,277,2,0.477,1,dense_v1
495,72,3,0.62,1,dense_v1
495,374,4,0.895,1,hybrid_v2
495,277,5,0.917,1,dense_v1
496,231,1,0.719,0,dense_v1
496,280,2,0.933,1,hybrid_v2
496,494,3,0.957,1,dense_v1
496,196,4,0.73,1,dense_v1
496,345,5,0.899,0,dense_v1
497,250,1,0.494,0,dense_v1
497,390,2,0.673,1,dense_v1
497,471,3,0.678,0,hybrid_v2
497,383,4,0.699,1,dense_v1
497,345,5,0.851,1,dense_v1
498,414,1,0.978,1,hybrid_v2
498,296,2,0.862,0,dense_v1
498,409,3,0.624,1,dense_v1
498,94,4,0.799,0,hybrid_v2
498,400,5,0.872,1,hybrid_v2
499,426,1,0.872,1,hybrid_v2
499,307,2,0.695,1,hybrid_v2
499,370,3,0.886,1,dense_v1
499,335,4,0.968,0,hybrid_v2
499,27,5,0.493,0,dense_v1
500,419,1,0.437,1,dense_v1
500,198,2,0.527,1,hybrid_v2
500,158,3,0.364,0,hybrid_v2
500,492,4,0.533,0,dense_v1
500,417,5,0.406,0,hybrid_v2
501,389,1,0.558,1,dense_v1
501,63,2,0.354,1,hybrid_v2
501,174,3,0.453,1,hybrid_v2
501,186,4,0.636,0,dense_v1
501,181,5,0.813,0,dense_v1
502,164,1,0.557,1,dense_v1
502,420,2,0.389,0,dense_v1
502,481,3,0.946,1,hybrid_v2
502,483,4,0.971,0,hybrid_v2
502,471,5,0.81,1,dense_v1
503,16,1,0.667,0,dense_v1
503,134,2,0.778,1,dense_v1
503,242,3,0.769,1,dense_v1
503,411,4,0.838,0,hybrid_v2
503,359,5,0.767,0,hybrid_v2
504,446,1,0.925,1,hybrid_v2
504,287,2,0.574,1,dense_v1
504,50,3,0.744,1,hybrid_v2
504,182,4,0.856,0,hybrid_v2
504,234,5,0.962,1,dense_v1
505,431,1,0.834,1,dense_v1
505,136,2,0.574,1,dense_v1
505,34,3,0.575,0,dense_v1
505,261,4,0.63,1,dense_v1
505,395,5,0.765,0,dense_v1
506,190,1,0.499,1,hybrid_v2
506,165,2,0.596,0,hybrid_v2
506,302,3,0.94,0,hybrid_v2
506,177,4,0.433,1,dense_v1
506,445,5,0.612,1,dense_v1
507,456,1,0.7,0,dense_v1
507,159,2,0.658,1,dense_v1
507,363,3,0.613,1,hybrid_v2
507,341,4,0.759,0,dense_v1
507,147,5,0.507,1,hybrid_v2
508,48,1,0.806,0,hybrid_v2
508,396,2,0.581,1,hybrid_v2
508,28,3,0.365,1,hybrid_v2
508,346,4,0.682,0,hybrid_v2
508,485,5,0.934,0,dense_v1
509,429,1,0.761,1,hybrid_v2
509,34,2,0.415,0,hybrid_v2
509,218,3,0.437,1,dense_v1
509,239,4,0.94,0,dense_v1
509,312,5,0.423,0,hybrid_v2
510,64,1,0.908,0,dense_v1
510,191,2,0.43,1,hybrid_v2
510,250,3,0.742,1,dense_v1
510,99,4,0.471,0,hybrid_v2
510,316,5,0.846,0,dense_v1
511,277,1,0.771,1,dense_v1
511,404,2,0.491,0,dense_v1
511,32,3,0.365,0,dense_v1
511,467,4,0.708,1,dense_v1
511,301,5,0.598,1,hybrid_v2
512,372,1,0.613,1,dense_v1
512,283,2,0.564,0,dense_v1
512,29,3,0.383,1,dense_v1
512,450,4,0.765,1,hybrid_v2
512,56,5,0.91,0,dense_v1
513,135,1,0.758,1,hybrid_v2
513,260,2,0.695,0,hybrid_v2
513,51,3,0.751,0,hybrid_v2
513,32,4,0.446,1,hybrid_v2
513,348,5,0.562,0,dense_v1
514,65,1,0.755,1,dense_v1
514,395,2,0.914,1,hybrid_v2
514,425,3,0.92,1,dense_v1
514,76,4,0.97,1,hybrid_v2
514,121,5,0.612,0,hybrid_v2
515,184,1,0.462,1,hybrid_v2
515,222,2,0.43,1,hybrid_v2
515,133,3,0.408,0,hybrid_v2
515,46,4,0.413,1,hybrid_v2
515,446,5,0.502,0,hybrid_v2
516,7,1,0.743,0,dense_v1
516,120,2,0.738,1,hybrid_v2
516,478,3,0.401,0,hybrid_v2
516,225,4,0.643,0,dense_v1
516,305,5,0.572,1,hybrid_v2
517,383,1,0.384,1,dense_v1
517,292,2,0.841,1,dense_v1
517,376,3,0.461,1,hybrid_v2
517,330,4,0.548,0,hybrid_v2
517,195,5,0.515,0,dense_v1
518,46,1,0.667,0,dense_v1
518,53,2,0.467,0,hybrid_v2
518,285,3,0.847,1,hybrid_v2
518,31,4,0.723,1,hybrid_v2
518,225,5,0.484,0,hybrid_v2
519,275,1,0.428,1,dense_v1
519,335,2,0.625,1,hybrid_v2
519,237,3,0.943,1,hybrid_v2
519,266,4,0.487,1,dense_v1
519,347,5,0.633,0,hybrid_v2
520,9,1,0.857,0,dense_v1
520,191,2,0.935,1,dense_v1
520,130,3,0.45,1,hybrid_v2
520,305,4,0.602,0,dense_v1
520,125,5,0.439,1,dense_v1
521,311,1,0.907,1,hybrid_v2
521,193,2,0.385,1,hybrid_v2
521,270,3,0.574,0,hybrid_v2
521,208,4,0.741,0,hybrid_v2
521,454,5,0.787,1,dense_v1
522,234,1,0.35,0,dense_v1
522,58,2,0.767,1,hybrid_v2
522,11,3,0.958,1,hybrid_v2
522,205,4,0.745,0,hybrid_v2
522,462,5,0.548,0,hybrid_v2
523,451,1,0.553,1,hybrid_v2
523,488,2,0.363,1,dense_v1
523,28,3,0.844,0,dense_v1
523,311,4,0.397,0,hybrid_v2
523,40,5,0.525,0,dense_v1
524,438,1,0.513,1,dense_v1
524,34,2,0.935,1,hybrid_v2
524,361,3,0.367,0,dense_v1
524,461,4,0.45,1,hybrid_v2
524,249,5,0.783,1,hybrid_v2
525,163,1,0.937,1,dense_v1
525,29,2,0.425,0,dense_v1
525,387,3,0.454,0,hybrid_v2
525,175,4,0.451,0,hybrid_v2
525,291,5,0.813,1,hybrid_v2
526,71,1,0.873,1,dense_v1
526,88,2,0.9,0,dense_v1
526,322,3,0.782,1,hybrid_v2
526,368,4,0.978,0,hybrid_v2
526,463,5,0.756,1,hybrid_v2
527,8,1,0.877,0,dense_v1
527,12,2,0.446,1,hybrid_v2
527,371,3,0.408,1,hybrid_v2
527,401,4,0.946,1,dense_v1
527,104,5,0.86,0,dense_v1
528,180,1,0.842,1,dense_v1
528,133,2,0.66,1,dense_v1
528,139,3,0.565,1,dense_v1
528,444,4,0.354,0,hybrid_v2
528,491,5,0.748,1,dense_v1
529,314,1,0.452,1,hybrid_v2
529,395,2,0.61,1,hybrid_v2
529,104,3,0.787,1,dense_v1
529,97,4,0.459,0,dense_v1
529,123,5,0.411,0,dense_v1
530,392,1,0.978,1,dense_v1
530,207,2,0.777,1,dense_v1
530,100,3,0.532,1,hybrid_v2
530,75,4,0.943,0,hybrid_v2
530,345,5,0.37,0,hybrid_v2
531,244,1,0.506,1,dense_v1
531,346,2,0.722,1,hybrid_v2
531,429,3,0.407,0,dense_v1
531,84,4,0.356,1,dense_v1
531,435,5,0.823,1,hybrid_v2
532,87,1,0.618,1,hybrid_v2
532,88,2,0.719,1,hybrid_v2
532,249,3,0.934,0,hybrid_v2
532,76,4,0.895,0,dense_v1
532,369,5,0.509,0,dense_v1
533,310,1,0.894,1,hybrid_v2
533,271,2,0.693,1,dense_v1
533,277,3,0.647,0,dense_v1
533,477,4,0.719,0,dense_v1
533,143,5,0.433,0,dense_v1
534,445,1,0.681,1,hybrid_v2
534,49,2,0.96,0,hybrid_v2
534,304,3,0.943,1,hybrid_v2
534,436,4,0.369,0,hybrid_v2
534,106,5,0.879,0,hybrid_v2
535,109,1,0.705,0,hybrid_v2
535,489,2,0.364,1,hybrid_v2
535,422,3,0.535,1,hybrid_v2
535,462,4,0.786,0,dense_v1
535,389,5,0.748,0,hybrid_v2
536,365,1,0.455,1,dense_v1
536,295,2,0.463,1,dense_v1
536,35,3,0.422,1,dense_v1
536,355,4,0.591,1,dense_v1
536,79,5,0.369,1,dense_v1
537,268,1,0.389,1,dense_v1
537,466,2,0.458,1,hybrid_v2
537,202,3,0.902,1,hybrid_v2
537,493,4,0.823,1,dense_v1
537,25,5,0.505,0,dense_v1
538,320,1,0.658,1,dense_v1
538,257,2,0.528,1,hybrid_v2
538,168,3,0.906,0,hybrid_v2
538,376,4,0.629,0,hybrid_v2
538,320,5,0.816,0,hybrid_v2
539,296,1,0.355,1,hybrid_v2
539,385,2,0.868,0,dense_v1
539,498,3,0.484,0,hybrid_v2
539,330,4,0.959,1,dense_v1
539,253,5,0.361,0,dense_v1
540,148,1,0.466,1,dense_v1
540,139,2,0.579,1,dense_v1
540,147,3,0.657,0,dense_v1
540,265,4,0.715,0,dense_v1
540,37,5,0.753,1,hybrid_v2
541,281,1,0.67,1,hybrid_v2
541,380,2,0.611,1,hybrid_v2
541,183,3,0.589,1,hybrid_v2
541,428,4,0.959,0,hybrid_v2
541,462,5,0.808,1,dense_v1
542,319,1,0.572,1,hybrid_v2
542,390,2,0.426,0,dense_v1
542,411,3,0.653,0,hybrid_v2
542,245,4,0.934,0,hybrid_v2
542,469,5,0.966,1,hybrid_v2
543,243,1,0.949,1,dense_v1
543,444,2,0.794,0,dense_v1
543,233,3,0.642,0,dense_v1
543,34,4,0.479,1,dense_v1
543,307,5,0.882,1,dense_v1
544,493,1,0.36,1,dense_v1
544,159,2,0.671,0,dense_v1
544,231,3,0.652,0,hybrid_v2
544,28,4,0.501,1,dense_v1
544,135,5,0.856,0,dense_v1
545,143,1,0.737,1,dense_v1
545,451,2,0.448,0,dense_v1
545,151,3,0.793,1,hybrid_v2
545,177,4,0.781,1,hybrid_v2
545,39,5,0.83,1,dense_v1
546,237,1,0.622,0,hybrid_v2
546,90,2,0.771,0,dense_v1
546,224,3,0.679,0,hybrid_v2
546,185,4,0.926,0,hybrid_v2
546,211,5,0.921,0,dense_v1
547,60,1,0.458,1,hybrid_v2
547,462,2,0.763,0,hybrid_v2
547,365,3,0.564,1,hybrid_v2
547,470,4,0.783,0,dense_v1
547,375,5,0.488,0,hybrid_v2
548,414,1,0.908,1,hybrid_v2
548,295,2,0.634,1,hybrid_v2
548,330,3,0.594,0,hybrid_v2
548,215,4,0.586,1,hybrid_v2
548,473,5,0.481,1,hybrid_v2
549,119,1,0.546,1,hybrid_v2
549,95,2,0.82,0,dense_v1
549,463,3,0.639,1,dense_v1
549,469,4,0.555,0,dense_v1
549,75,5,0.827,0,dense_v1
550,134,1,0.595,1,dense_v1
550,479,2,0.902,0,dense_v1
550,148,3,0.815,0,hybrid_v2
550,120,4,0.381,1,dense_v1
550,51,5,0.682,0,dense_v1
551,24,1,0.419,1,dense_v1
551,462,2,0.361,1,dense_v1
551,498,3,0.609,0,hybrid_v2
551,383,4,0.618,1,hybrid_v2
551,48,5,0.726,1,dense_v1
552,361,1,0.5,0,dense_v1
552,327,2,0.538,0,dense_v1
552,351,3,0.722,1,dense_v1
552,486,4,0.474,1,dense_v1
552,213,5,0.78,0,hybrid_v2
553,20,1,0.75,0,hybrid_v2
553,119,2,0.722,1,hybrid_v2
553,135,3,0.599,0,hybrid_v2
553,50,4,0.478,1,hybrid_v2
553,31,5,0.907,0,hybrid_v2
554,186,1,0.586,1,hybrid_v2
554,255,2,0.868,0,dense_v1
554,169,3,0.559,1,dense_v1
554,445,4,0.406,0,dense_v1
554,374,5,0.558,0,hybrid_v2
555,288,1,0.573,1,dense_v1
555,111,2,0.355,1,dense_v1
555,290,3,0.431,1,dense_v1
555,161,4,0.475,1,dense_v1
555,271,5,0.734,1,dense_v1
556,170,1,0.662,1,dense_v1
556,114,2,0.561,1,dense_v1
556,78,3,0.599,1,hybrid_v2
556,270,4,0.842,0,hybrid_v2
556,163,5,0.787,1,hybrid_v2
557,467,1,0.959,1,hybrid_v2
557,323,2,0.738,1,hybrid_v2
557,440,3,0.605,1,hybrid_v2
557,158,4,0.808,0,dense_v1
557,216,5,0.732,1,hybrid_v2
558,321,1,0.85,0,hybrid_v2
558,385,2,0.761,0,hybrid_v2
558,339,3,0.7,1,hybrid_v2
558,361,4,0.5,0,hybrid_v2
558,458,5,0.605,0,dense_v1
559,57,1,0.833,0,dense_v1
559,236,2,0.655,0,hybrid_v2
559,253,3,0.578,0,dense_v1
559,280,4,0.874,0,hybrid_v2
559,186,5,0.762,1,dense_v1
560,210,1,0.958,1,dense_v1
560,121,2,0.616,1,dense_v1
560,328,3,0.965,1,hybrid_v2
560,304,4,0.409,1,dense_v1
560,2,5,0.76,1,dense_v1
561,300,1,0.557,0,dense_v1
561,230,2,0.831,1,hybrid_v2
561,152,3,0.791,1,dense_v1
561,270,4,0.928,0,dense_v1
561,94,5,0.466,0,dense_v1
562,490,1,0.683,0,hybrid_v2
562,407,2,0.428,1,hybrid_v2
562,259,3,0.458,1,hybrid_v2
562,447,4,0.946,0,hybrid_v2
562,437,5,0.517,0,hybrid_v2
563,479,1,0.841,1,dense_v1
563,429,2,0.858,0,hybrid_v2
563,29,3,0.714,0,dense_v1
563,129,4,0.515,0,dense_v1
563,436,5,0.861,0,dense_v1
564,186,1,0.782,1,dense_v1
564,27,2,0.93,1,dense_v1
564,91,3,0.923,0,hybrid_v2
564,291,4,0.502,1,hybrid_v2
564,153,5,0.749,0,dense_v1
565,387,1,0.801,1,hybrid_v2
565,197,2,0.702,0,dense_v1
565,498,3,0.414,1,dense_v1
565,485,4,0.651,0,hybrid_v2
565,193,5,0.685,0,dense_v1
566,379,1,0.648,0,dense_v1
566,18,2,0.566,1,hybrid_v2
566,449,3,0.769,1,dense_v1
566,417,4,0.787,0,hybrid_v2
566,76,5,0.875,0,hybrid_v2
567,84,1,0.567,1,hybrid_v2
567,377,2,0.612,0,dense_v1
567,68,3,0.681,0,hybrid_v2
567,52,4,0.647,0,dense_v1
567,389,5,0.478,1,dense_v1
568,352,1,0.438,1,dense_v1
568,236,2,0.607,1,dense_v1
568,428,3,0.384,0,hybrid_v2
568,295,4,0.506,0,dense_v1
568,123,5,0.636,0,hybrid_v2
569,377,1,0.696,0,dense_v1
569,490,2,0.769,1,hybrid_v2
569,286,3,0.469,1,hybrid_v2
569,267,4,0.672,0,hybrid_v2
569,125,5,0.663,0,dense_v1
570,356,1,0.382,1,dense_v1
570,500,2,0.492,1,hybrid_v2
570,256,3,0.797,1,dense_v1
570,196,4,0.773,1,hybrid_v2
570,107,5,0.759,1,dense_v1
571,267,1,0.392,1,hybrid_v2
571,288,2,0.782,1,hybrid_v2
571,212,3,0.944,1,hybrid_v2
571,382,4,0.93,0,dense_v1
571,384,5,0.674,0,dense_v1
572,248,1,0.678,1,hybrid_v2
572,447,2,0.484,1,dense_v1
572,282,3,0.462,1,dense_v1
572,337,4,0.605,1,hybrid_v2
572,485,5,0.454,1,hybrid_v2
573,45,1,0.438,1,dense_v1
573,135,2,0.597,0,dense_v1
573,99,3,0.542,1,hybrid_v2
573,157,4,0.635,0,dense_v1
573,421,5,0.598,0,hybrid_v2
574,421,1,0.573,1,dense_v1
574,417,2,0.49,0,dense_v1
574,459,3,0.392,1,dense_v1
574,352,4,0.95,0,hybrid_v2
574,61,5,0.68,0,dense_v1
575,435,1,0.508,0,dense_v1
575,181,2,0.806,1,hybrid_v2
575,256,3,0.822,1,hybrid_v2
575,383,4,0.384,0,dense_v1
575,86,5,0.915,0,hybrid_v2
576,402,1,0.956,0,hybrid_v2
576,141,2,0.403,1,dense_v1
576,174,3,0.893,1,dense_v1
576,147,4,0.823,1,hybrid_v2
576,303,5,0.365,0,dense_v1
577,212,1,0.902,0,dense_v1
577,40,2,0.39,0,hybrid_v2
577,257,3,0.888,0,dense_v1
577,162,4,0.361,0,dense_v1
577,81,5,0.82,0,hybrid_v2
578,358,1,0.573,1,dense_v1
578,191,2,0.515,1,dense_v1
578,259,3,0.522,1,dense_v1
578,46,4,0.717,1,dense_v1
578,447,5,0.412,1,hybrid_v2
579,459,1,0.887,1,dense_v1
579,368,2,0.848,0,hybrid_v2
579,19,3,0.654,0,dense_v1
579,458,4,0.761,1,dense_v1
579,3,5,0.579,0,dense_v1
580,439,1,0.676,1,dense_v1
580,449,2,0.908,1,hybrid_v2
580,375,3,0.472,0,hybrid_v2
580,347,4,0.485,0,dense_v1
580,132,5,0.739,0,dense_v1
581,377,1,0.574,1,dense_v1
581,416,2,0.421,0,hybrid_v2
581,222,3,0.963,1,hybrid_v2
581,335,4,0.432,1,hybrid_v2
581,359,5,0.893,1,dense_v1
582,207,1,0.766,1,hybrid_v2
582,367,2,0.874,1,dense_v1
582,403,3,0.358,0,dense_v1
582,60,4,0.699,1,dense_v1
582,338,5,0.955,0,hybrid_v2
583,74,1,0.846,1,dense_v1
583,90,2,0.839,1,hybrid_v2
583,490,3,0.832,1,hybrid_v2
583,366,4,0.968,1,hybrid_v2
583,16,5,0.36,1,dense_v1
584,190,1,0.681,1,hybrid_v2
584,31,2,0.418,0,hybrid_v2
584,292,3,0.517,1,dense_v1
584,178,4,0.917,1,dense_v1
584,157,5,0.365,1,hybrid_v2
585,54,1,0.435,0,hybrid_v2
585,440,2,0.748,1,dense_v1
585,340,3,0.614,0,dense_v1
585,218,4,0.864,1,hybrid_v2
585,56,5,0.848,0,dense_v1
586,462,1,0.542,1,dense_v1
586,367,2,0.862,0,hybrid_v2
586,176,3,0.522,0,dense_v1
586,242,4,0.968,0,hybrid_v2
586,63,5,0.362,0,hybrid_v2
587,263,1,0.362,0,dense_v1
587,480,2,0.473,1,dense_v1
587,86,3,0.793,1,hybrid_v2
587,330,4,0.663,0,dense_v1
587,309,5,0.911,0,dense_v1
